FID	IID	Total_N	Total_C	C_N_ratio	Ligules_number	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Flower_FHDD_ratio	Petal_LW_ratio	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Days_to_budding	TLN	DTF	Guides_3_petals	Guides_individual_petal	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Flower_FHDD_ratio_UV_pictures	Stem_diamater_at_flowering	Plant_height_at_flowering	Peduncle_lenght_of_first_flower	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches
PET0635	PET0635	6.176403258	41.86561131	6.778315721	18.33333333	3.03834194	2.818474314	1.006202121	8.593163514	2.817987011	2.795416652	286.6996	4038.3217	50.7153	59.944	99.1447	105.5793	105.4958	1.759905912	1.7613	1.9549	1.9441	0.3957	0.6361	0.622	0.0836	0.2021	0.352	0	81.5109	58.9835	0	77.7162	125.7899	0.0018	0.0425	0.3054	0.1823	1.002	0.6985	0.7512	0.8839	0.8764	1.9582	0.3762	14.2661	31	19	68	0.310664305	0.322818539	8.254985636	2.951976351	2.71840889	2.818167856	2.929202963	26.7	177.6	42	35.2	27	0.8	21
PET0636	PET0636	6.564683089	41.40769264	6.307645332	19.66666667	3.175458336	3.542400799	1.20361962	9.912781916	3.122479705	2.945467346	325.3779	4214.3715	47.0747	62.6533	112.522	117.4327	119.6755	1.910122851	1.8743	2.3903	2.4874	0.2374	0.7554	0.3143	0.116	0.25	0.2971	0.0941	38.2713	47.5843	0.0013	88.006	123.5936	0.0029	0.1586	0.3822	0.122	1.5613	0.6977	0.7042	0.7935	0.8971	2.131	0.4028	17.2461	29	23	52	0.337684538	0.386212576	10.09050739	3.130932518	3.525607936	3.039291516	3.320019595	30.2	168.3	31.8	49.4	32.8	0.9	23
PET0637	PET0637	5.043294209	42.62914363	8.452638665	21.33333333	2.602469556	2.447467618	0.841373658	7.337840442	2.823738631	2.911823937	290.9406	3322.3088	38.0153	55.2873	108.204	108.712	109.1855	1.974874881	1.9663	2.8463	2.8405	0.2695	0.6793	0.3967	0.1031	0.2597	0.2882	0.1441	44.5432	44.386	0.0019	84.7908	113.6362	0.0013	0.0485	0.3392	0.0546	1.4783	0.6914	0.2369	0.3086	0.5588	0.8889	0.8238	19.1693	25	16	51	0.276744291	0.312130012	7.433816819	2.886477543	2.487382927	2.459050966	3.023043004	19.3	112	39	37.3	24.8	0	18
PET0638	PET0638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0639	PET0639	7.139666621	39.76199176	5.569166443	16	2.838398519	2.945817686	1.314239814	8.505622418	3.005325825	2.252259594	326.5568	5513.1503	61.5527	69.342	115.4007	119.126	119.2931	1.720358513	1.7179	1.8748	1.93	0.3398	0.7565	0.4491	0.075	0.1828	0.3758	0.1515	73.9222	60.2215	0.0023	110.2574	140.7739	0.0021	0.0815	0.3348	0.0753	1.1343	0.6997	0.7141	0.8156	0.8877	1.6678	0.3828	13.0441	22	13	43	0.200538375	0.234181641	8.447718085	2.413412418	2.817268518	2.813181049	3.002905941	20.9	87.2	30.5	45	30.1	2	14
PET0640	PET0640	6.202045697	41.07374322	6.622612156	20	3.21979737	3.255746698	1.236271229	9.433031864	2.957077653	2.631850606	289.0794	4603.6467	63.5847	75.6073	93.98	94.234	97.7467	1.292820931	1.2464	1.478	1.4632	0.3835	0.7457	0.5143	0.0944	0.1282	0.3588	0	150.0285	77.6282	0	124.14	130.245	0	0	0.3308	0.1669	0.9476	0.6244	0.7986	0.8988	0.8889	1.48	0.3484	7.5804	27	14	50	0.380480846	0.409800251	9.010601426	2.787733962	3.013082248	2.98443693	3.019196464	18.5	111.2	44	38.9	27	0.5	13
PET0641	PET0641	6.582965585	39.70530151	6.031521965	21.33333333	3.330434341	3.720121071	1.19019112	10.57294213	3.175329528	3.121852235	441.4552	6655.2268	59.182	68.4953	132.9267	155.194	156.5671	2.285807931	2.2658	2.2461	2.5055	0.3362	0.5279	0.6369	0.0859	0.2606	0.3527	0.0357	41.8944	57.1072	0.0011	45.6043	121.5402	0.0009	0.1209	0.267	0.2627	1.4488	0.6222	0.4039	0.4993	0.7327	1.0278	0.5493	21.6781	31	21	58	0.205076721	0.240231765	10.88157895	3.182806021	3.664424446	3.552730054	3.062878063	33.9	142.5	50	57	40.2	1.3	23
PET0642	PET0642	6.425687383	41.84878174	6.512732296	20	3.017935036	3.054277586	1.230821773	8.983404525	2.977569611	2.483447971	292.497	3344.4378	41.5713	51.9007	99.9067	103.2087	107.5076	2.071409441	1.9886	2.4033	2.6412	0.3218	0.8208	0.3921	0.1035	0.2569	0.3584	0	65.8038	51.8419	0	114.7224	129.9981	0.0008	0.0576	0.382	0.1573	1.2442	0.7084	0.7126	0.8082	0.8884	2.203	0.4243	18.9993	27	14	49	0.259740065	0.29585918	8.445363502	2.656421493	2.875805119	2.693753264	3.135165946	34.2	118.5	43.3	53.9	42.5	0.5	14
PET0643	PET0643	6.466735191	40.97749518	6.336658912	17.66666667	2.82774244	3.647923548	1.286126432	9.710294022	3.432279481	2.829679853	301.3475	4006.5941	44.6193	59.944	101.4307	104.5633	105.555	1.760893501	1.7444	2.2732	2.3612	0.4156	1.0323	0.4026	0.0963	0.2266	0.3514	0	213.5835	51.6519	0	124.1722	149.8539	0.0028	0.1438	0.4068	0.1384	1.3515	0.7132	0.6143	0.7058	0.8773	1.5992	0.4951	16.0141	22	14	41	0.266947599	0.28349492	9.353658537	3.256247303	2.998379946	3.356898645	2.786398854	23.3	95.2	NA	47.5	35	2.1	14
PET0644	PET0644	6.918900989	41.81912716	6.044186386	16	2.809020657	3.246044858	1.158511741	9.058847795	3.230949852	2.801832393	356.4562	5872.3323	57.658	69.7653	120.4807	129.6247	130.9514	1.877027691	1.858	2.0896	2.2773	0.3025	0.9413	0.3214	0.0919	0.2245	0.3554	0.1545	71.4142	52.4506	0.0016	120.0353	139.6348	0.0057	0.2185	0.4232	0.2893	1.6701	0.7192	0.732	0.8868	0.8682	2.0217	0.4051	16.4033	25	16	45	0.230788638	0.273613163	8.158536585	2.556660481	2.465432249	3.227672087	2.527684463	31.1	146	21.5	43.6	31	0.5	17
PET0645	PET0645	7.265636497	39.90730609	5.492609781	17.66666667	2.988232811	4.307408583	1.430630678	10.97827745	3.675582928	3.048964962	301.6571	3935.0961	40.7247	59.5207	102.9547	107.696	107.1537	1.800276206	1.8094	2.5281	2.5728	0.2911	1.2599	0.231	0.1115	0.2444	0.3289	0.1286	54.6427	46.8681	0.0017	17.5317	151.252	0.0027	0.039	0.4878	0.1021	1.7946	0.7112	0.5429	0.6133	0.8657	1.5753	0.5676	17.5495	25	13	43	0.255422539	0.309636736	11.4875	3.190215758	3.989635278	3.508229444	3.274443756	22.6	81.9	46	37.5	28.9	0	12
PET0646	PET0646	7.328580933	40.98832703	5.592941853	17.66666667	2.954495434	3.83041381	1.492808195	10.25486858	3.475247891	2.571959849	337.0304	4929.4883	55.2873	70.0193	115.2313	118.364	118.341	1.690119724	1.6904	2.0842	2.1638	0.245	0.8254	0.2968	0.1057	0.2123	0.3179	0.1249	55.5463	45.4583	0.0018	142.6936	139.3314	0.0007	0.0358	0.4141	0.156	1.605	0.696	0.7072	0.7968	0.8966	1.8433	0.3952	14.1587	31	18	56	0.150939045	0.186555439	9.885885886	2.679543394	3.544753928	2.796378029	3.535246588	31.5	112.8	34.5	42.8	35.1	0.5	19
PET0647	PET0647	6.580071925	39.53132816	6.007734962	15	2.448513301	3.621916458	1.359407107	9.530457813	3.930187525	2.696212164	427.7867	6065.2352	45.5507	71.2047	141.5627	153.7547	148.0255	2.078872603	2.1593	3.1078	3.1945	0.3755	0.7937	0.4731	0.1137	0.2962	0.2882	0.0489	157.1092	45.4789	0.0032	176.2107	92.3945	0	0	0.3341	0.1947	2.1559	0.6949	0.3636	0.4533	0.7143	0.988	0.5908	23.2032	22	15	42	0.366497739	0.339298346	9.115384615	3.623264222	3.011595442	3.092193732	2.947869831	22.8	93.3	24.5	NA	NA	NA	NA
PET0718	PET0718	6.318763767	40.84780414	6.464524652	17	2.915343948	3.966338122	1.344808214	10.7062386	3.68043733	2.961150049	352.6795	4818.7	48.8527	67.7333	117.856	122.5127	124.0219	1.831032889	1.8088	2.4125	2.2689	0.2929	0.8163	0.3588	0.1128	0.2395	0.2954	0	48.6931	42.9697	0	122.3375	118.4991	0.0015	0.0536	0.3453	0.148	1.6723	0.681	0.4329	0.5165	0.7757	1.0296	0.5553	16.6063	14	15	40	0.292220348	0.334179007	7.141527727	2.92154848	2.58027349	1.980980746	3.605046511	17.1	100	NA	21.4	21	4.3	18
PET0719	PET0719	6.847005464	41.12663946	6.00651477	17	2.82822549	4.196759779	1.337778492	11.12624977	3.939772979	3.260246834	341.9691	4874.0046	43.688	71.12	117.348	119.4647	122.5653	1.723359111	1.6798	2.686	2.8046	0.2694	1.3275	0.2029	0.1242	0.2472	0.308	0.0662	41.583	51.3049	0.0007	160.2283	150.6167	0	0	0.5407	0.1586	2.1865	0.7526	0.7489	0.8315	0.8889	2.5507	0.495	16.3829	14	10	36	0.226366291	0.26540143	10.31707317	3.592879899	3.778757724	2.759557724	3.738669093	18.6	83.5	NA	26.2	12.9	1.6	17
