FID	IID	Total_N	Total_C	C_N_ratio	Ligules_number	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Flower_FHDD_ratio	Petal_LW_ratio	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Days_to_budding	TLN	DTF	Guides_3_petals	Guides_individual_petal	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Flower_FHDD_ratio_UV_pictures	Stem_diamater_at_flowering	Plant_height_at_flowering	Peduncle_lenght_of_first_flower	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches
PET0320	PET0320	6.072894839	41.66105093	6.860163405	21.33333333	3.274928025	3.462858286	1.051543077	10.05807712	3.075819115	3.295973088	324.1419	4754.2199	54.0173	68.834	108.1193	112.6913	114.6511	1.665617282	1.6371	2.0016	2.001	0.185	1.0721	0.1725	0.1077	0.205	0.3271	0.092	50.8865	51.2547	0.0009	157.8259	155.3847	0.0023	0.026	0.4882	0.1762	1.8398	0.7359	0.618	0.7092	0.8782	1.4838	0.4607	13.8456	33	21	56	0.304984829	0.328174864	8.752359413	3.336335677	2.786517831	3.179323751	2.752899704	29.2	129.3	48.5	51	32.4	1.3	23
PET0321	PET0321	6.71607067	41.47470516	6.175442039	19.66666667	2.472269212	4.670542844	1.455727257	11.71713198	4.754397246	3.21413109	316.5566	5523.1359	69.4267	83.058	98.6367	103.886	105.1079	1.265475932	1.2508	1.4207	1.5176	0.2488	0.9622	0.2586	0.0966	0.1086	0.362	0	86.0774	67.1448	0	59.7053	159.907	0.0031	0.0612	0.4314	0.194	1.3733	0.7001	0.7586	0.8942	0.8891	1.4177	0.3781	7.0682	25	18	50	0.43769714	0.4751626	10.89393886	3.266254248	4.057582368	2.778774127	3.920411795	22.2	94.4	31.3	34.9	26.1	2	19
PET0322	PET0322	6.737134959	39.58750116	5.87601427	16	2.476870337	3.836430867	1.156071426	10.39843742	4.1993679	3.311859464	352.8927	5086.764	49.022	69.7653	129.7093	132.5033	132.4255	1.898157107	1.8993	2.6459	2.706	0.2746	0.6649	0.413	0.11	0.2513	0.2757	0	56.0706	46.0009	0	62.4374	114.6451	0.0024	0.1635	0.3812	0.0828	1.8876	0.7231	0.6381	0.7221	0.8919	2.0367	0.4587	18.1947	25	18	51	0.379920931	0.387442298	9.916739103	3.800365797	3.570380301	2.775978501	3.572340023	21.9	130.3	25.8	39	26	1.2	19
PET0323	PET0323	6.408155237	42.18263305	6.582648437	17.33333333	3.037502965	4.700898244	1.627469279	12.10509787	3.987111508	2.894548305	360.9727	4635.5463	48.4293	55.9647	120.9887	137.7527	135.5663	2.422353734	2.4614	2.4983	2.6666	0.2273	0.5017	0.453	0.0881	0.2873	0.3179	0	21.183	39.9596	0	80.1871	78.888	0.0018	0.1991	0.2826	0.2425	1.328	0.69	0.4982	0.5969	0.824	1.6531	0.5179	25.1549	27	17	53	0.40404807	0.466120782	10.90194223	2.942275742	4.307007908	2.287926413	4.764988143	27	142.8	46.5	38.1	28.6	3.2	NA
PET0324	PET0324	5.900637042	41.54271767	7.040378415	20.33333333	3.048832699	4.459321721	1.217521665	12.01685185	3.941787914	3.659734316	290.6627	4421.4535	60.6213	73.406	103.0393	104.14	105.0524	1.431114623	1.4187	1.6997	1.7353	0.2514	0.4804	0.5233	0.0989	0.1493	0.2896	0.1085	67.4903	67.5493	0.0018	102.576	108.1844	0.0037	0.3113	0.3172	0.0881	1.078	0.6504	0.7648	0.8927	0.8577	1.5986	0.2962	9.3115	27	18	50	0.537975328	0.538362539	10.65401841	3.795103001	3.86478053	2.92445735	3.643075324	24.3	137.3	20.3	31.4	26.2	0.5	17
PET0325	PET0325	6.761727023	40.65466742	6.01246801	14.33333333	2.779388832	5.374281641	1.790656033	13.2851883	4.786041389	3.001266124	284.0592	3629.4909	36.83	51.9853	105.0713	110.8287	110.3133	2.122009491	2.1319	2.8529	2.9883	0.3241	1.2184	0.266	0.1109	0.2942	0.3622	0.1083	49.7552	28.9778	0.0041	145.9109	124.8804	0	0	0.5334	0.1649	1.7879	0.793	0.7584	0.9262	0.8857	2.8671	0.4676	23.8437	38	16	66	0.430123233	0.463609791	10.16987282	2.934873265	4.148790853	1.872291115	5.431779672	29.6	161.9	35.7	24.2	23.2	0.6	16
PET0326	PET0326	6.859655491	41.02418351	5.980502018	18	2.774832171	4.30816665	1.77765047	11.38759356	4.116780747	2.421846437	302.1961	3808.2791	36.7453	54.6947	114.2153	115.4853	118.0765	2.158828918	2.1115	3.1083	3.2357	0.4332	1.0945	0.3958	0.1082	0.2951	0.3433	0.0697	51.6945	59.0882	0.0013	134.8379	128.6622	0.0014	0.0474	0.4431	0.0874	1.6793	0.7713	0.7909	0.8953	0.8887	3.1156	0.4486	22.6933	28	15	50	0.298455329	0.322636575	10.62867878	2.33293891	3.73052413	3.167630518	3.355403579	16.8	89.2	27	28	25.1	4.1	13
PET0327	PET0327	4.869771816	41.779301	8.579313894	19	3.259368707	4.866822277	1.3822559	12.80811717	3.927592131	3.517543721	294.4584	3184.1513	38.1847	49.3607	98.1287	112.6067	116.0638	2.351340236	2.2813	2.5698	2.647	0.2417	0.7073	0.3417	0.1072	0.2829	0.2944	0.141	51.2906	36.6639	0.0014	70.4531	103.0722	0.0012	0.1003	0.3632	0.2204	1.4173	0.6896	0.5523	0.7239	0.8833	1.9215	0.5042	23.6509	33	23	59	0.388380137	0.410541314	10.80013257	3.246245499	3.853503023	3.09312652	3.49165561	23.6	130.1	18.5	26.9	21.8	4.9	25
PET0328	PET0328	4.688212477	41.09386762	8.765359467	20	2.835478892	4.044755032	1.570432811	10.59120982	3.735750519	2.610699985	300.7036	3556.8818	33.1047	52.4933	106.0873	119.2107	119.3876	2.274339773	2.271	3.2046	3.6625	0.3223	1.1765	0.2739	0.1279	0.3181	0.2892	0	48.0537	39.913	0	124.2193	109.6567	0	0	0.4808	0.1841	2.0016	0.7244	0.7107	0.8921	0.8857	3.2051	0.5061	25.9586	33	18	58	0.449654168	0.474624639	9.605236486	2.479057976	3.584081851	2.437072785	3.941300623	20.6	102.6	23.5	32	19.6	0	20
PET0329	PET0329	6.948788452	40.9680884	5.895716739	15.33333333	2.808894906	4.618449631	1.599246224	11.49843603	4.108008722	2.919880896	281.1095	4109.8556	49.4453	61.722	95.4193	99.568	101.0909	1.63784226	1.6132	1.9298	2.0726	0.339	1.0856	0.3123	0.0923	0.1813	0.3992	0.1572	77.702	66.489	0.0026	145.6243	5.9912	0.0124	0.0766	0.4558	0.2094	1.3419	0.7092	0.7506	0.8707	0.8707	1.8223	0.4152	12.8027	27	17	50	0.26065517	0.282962474	9.968027605	2.301847884	3.860495704	2.247036197	4.436077896	35.1	112.7	48	62.1	37.9	2.5	15
PET0330	PET0330	6.458175241	42.01096112	6.505082249	17	3.014504475	4.07919308	1.145358118	11.16151266	3.702715972	3.563653803	330.1473	4500.0555	42.7567	63.4153	122.0893	125.3913	124.536	1.963816303	1.9773	2.8554	2.845	0.198	1.0139	0.1953	0.1166	0.2657	0.3105	0.03	22.2508	36.7734	0.0009	108.5895	134.4401	0.003	0.1226	0.4436	0.1326	1.9446	0.7448	0.7784	0.8903	0.8868	2.8657	0.4206	19.8083	28	20	58	0.356623018	0.400901519	11.61734484	4.086153418	4.137092537	3.343159763	3.474959517	40.4	138	13	62	44.5	1	19
PET0331	PET0331	6.391549083	39.94984512	6.250416699	19	3.018806514	3.473337878	1.806050608	10.30820244	3.418262838	1.929481785	237.676	3379.4771	53.594	57.7427	80.6027	81.534	82.6394	1.431166191	1.412	1.5039	1.5069	0.4471	0.6951	0.6432	0.0536	0.117	0.4339	0	115.731	96.8769	0	39.7604	133.7912	0.0023	0.0344	0.2652	0.0861	0.4813	0.6594	0.79	0.8827	0.8973	1.5079	0.3619	7.6974	27	15	64	0.383405638	0.389672399	9.208098789	2.393512851	3.283746851	3.119654481	2.951640589	39.8	177.6	34.5	43.2	33	0	17
PET0332	PET0332	5.992675541	40.24667296	6.71597731	16.5	2.548050784	4.024932006	1.421914404	10.73181453	4.224111844	2.830294751	253.3462	2366.6189	28.956	41.0633	93.8107	100.1607	103.122	2.511293539	2.4392	3.2398	3.5406	0.2836	0.8304	0.3415	0.1125	0.3148	0.3086	0	41.2282	39.1059	0	88.8506	101.1849	0.0021	0.1959	0.4227	0.1135	1.4564	0.7143	0.7496	0.8869	0.8887	3.2574	0.4267	27.2193	28	21	53	0.466293037	0.51145114	9.697029183	2.737179312	3.675289422	2.346450339	4.132637722	37.1	199	12	40.5	26.4	0	NA
PET0333	PET0333	6.949531617	36.84379802	5.301623195	12.66666667	1.871541955	3.879551623	1.110221169	9.720442589	5.221490654	3.509444634	361.1931	5567.1502	50.6307	72.3053	131.826	133.9427	133.9845	1.853038436	1.8525	2.6037	2.3352	0.2826	0.9515	0.297	0.119	0.2502	0.2965	0	60.1233	33.0487	0	139.1178	113.3772	0	0	0.4299	0.16	2.008	0.6617	0.7729	0.9154	0.8648	2.4939	0.3945	17.5914	38	15	56	0.390722983	0.413915115	9.714823877	3.406245945	3.73400803	2.246807816	4.323833933	15.3	72.7	28.5	25.4	24.2	10	16
PET0334	PET0334	7.203883882	40.40890835	5.609322556	18	2.584452574	3.083261485	1.308251867	8.870643859	3.431211411	2.353876747	301.1185	3996.7662	42.5873	59.69	109.3893	113.4533	114.3518	1.915761434	1.9007	2.5686	2.6692	0.2386	1.2346	0.1932	0.1197	0.2638	0.3061	0.1089	41.9815	37.1249	0.0009	124.8449	154.7937	0.0079	0.128	0.5725	0.2639	2.1065	0.7829	0.6841	0.7876	0.8867	2.2341	0.471	19.4628	31	19	56	0.424535832	0.473149445	8.148597083	2.960380273	2.943928405	2.260740273	3.604393296	25	NA	51.5	47	29.9	0.5	19
PET0335	PET0335	7.150780482	42.05298126	5.880893892	16	2.620622799	4.483048933	1.479369441	11.5326622	4.411202868	3.035074013	309.1819	4932.0475	54.864	71.0353	103.4627	106.426	106.6558	1.501447872	1.4982	1.8858	1.8962	0.3596	1.0617	0.3387	0.0894	0.1705	0.3724	0	12.6121	81.5906	0	113.242	157.8143	0.0012	0.054	0.4242	0.1031	1.3308	0.747	0.7771	0.8889	0.8881	1.8842	0.4229	11.3269	29	16	51	0.550464713	0.627792843	10.53881579	3.126324839	3.83315364	2.872508509	3.668854507	24.4	99.6	54	31.9	29.5	0.5	18
PET0336	PET0336	6.813932035	41.22080353	6.049488507	18	2.804183863	3.942671547	1.166949537	10.81970776	3.897512587	3.402867574	329.1825	4916.7285	52.578	68.326	108.6273	112.268	113.1859	1.656556801	1.6431	2.066	1.9011	0.3108	0.9066	0.3428	0.0885	0.2004	0.3656	0.1027	92.9249	54.1032	0.0026	13.1177	126.0938	0.0032	0.0359	0.3947	0.1268	1.3606	0.7112	0.7487	0.9002	0.8679	1.9004	0.407	13.6215	27	16	49	0.332808499	0.360816013	8.655361757	3.000468942	2.891809701	2.871742356	3.013975728	22.4	96.1	39	35.6	28.1	1	15
PET0337	PET0337	5.992927096	42.41801629	7.078013066	19.33333333	3.119284717	4.473001307	1.761895056	11.78757952	3.781540701	2.542941409	327.4871	4778.2342	57.0653	71.4587	102.7007	107.442	111.1816	1.555886127	1.5036	1.7997	1.9483	0.3769	0.8724	0.432	0.1032	0.1909	0.3197	0.025	144.5385	70.7753	0.0023	129.7637	142.2189	0.0012	0.0638	0.3848	0.1788	1.3762	0.7327	0.7445	0.8798	0.8574	1.6561	0.366	12.0255	27	19	52	0.465654643	0.467728106	10.86709962	2.703058203	4.038087299	2.790925022	3.893726824	25.3	143.6	52.5	46.2	31.3	0.5	18
PET0338	PET0338	6.266900428	42.5077625	6.782900573	14.33333333	2.772423529	4.530191775	1.727054937	11.32605478	4.096983728	2.623929889	311.2436	4692.4566	59.2667	68.326	103.124	104.8173	107.4025	1.571912595	1.5341	1.74	1.8151	0.3586	0.8886	0.4035	0.0899	0.1705	0.3437	0	81.504	57.2745	0	131.263	168.3913	0.0016	0.0463	0.3785	0.2748	1.2018	0.7054	0.7098	0.7953	0.8728	1.519	0.3911	11.5107	25	21	48	0.480598533	0.546969053	10.07918411	3.050884341	3.730979693	2.617224727	3.851096167	23.1	107.6	37	41.4	25.1	1.8	21
PET0339	PET0339	6.797277769	41.56894358	6.115528157	19	3.242710448	5.158190428	1.540337837	13.75381381	4.235384127	3.344320199	297.7382	3483.7636	34.8827	46.482	115.9933	116.4167	116.7303	2.511301149	2.5046	3.3252	3.336	0.3447	1.1456	0.3008	0.0984	0.3099	0.3691	0	43.1312	38.4374	0	114.3544	126.8514	0	0	0.4589	0.0965	1.6339	0.7055	0.6972	0.8017	0.9012	2.8855	0.486	28.1629	29	19	52	0.508358408	0.529573295	13.33572256	3.340163175	5.200239421	2.935243721	4.543310141	25	118.1	52	38.1	26	2.1	21
PET0340	PET0340	7.121493613	40.57908752	5.698114711	17	2.576700252	4.738626876	1.476019377	12.00831063	4.677432708	3.224483521	335.4474	4726.8651	50.2073	65.6167	112.776	120.904	121.9982	1.859255342	1.8426	2.2462	2.4712	0.3592	0.8499	0.4226	0.1067	0.2479	0.325	0	75.322	55.305	0	141.01	133.6957	0.0004	0.045	0.3726	0.2458	1.6006	0.7399	0.7134	0.8914	0.8526	2.036	0.3937	17.2293	27	17	49	0.359939249	0.38325202	11.31713926	3.103786062	4.207388558	2.902362149	3.899285714	23.2	NA	34	NA	NA	NA	NA
PET0341	PET0341	5.650875543	40.82509252	7.22456055	17.66666667	2.569871366	4.370708916	1.412117945	10.99135476	4.28407161	3.10264457	301.897	4155.4254	38.354	59.182	99.9067	117.348	117.3339	1.98259437	1.9828	2.6049	2.962	0.3422	1.0883	0.3144	0.119	0.2756	0.3078	0.1304	56.3593	41.154	0.0017	125.4247	117.5338	0	0	0.462	0.3763	1.8074	0.733	0.6816	0.8765	0.8856	2.6222	0.5396	20.4949	71	NA	82	0.180976802	0.214518974	11.55555556	2.663221264	4.013670988	3.52821358	3.275185953	31.6	167.4	16	29.9	14.1	1.9	22
PET0342	PET0342	6.623534525	40.46042833	6.108585708	17.5	2.956668721	4.086425602	1.643712768	11.11317499	3.753597943	2.520849879	342.466	5710.8918	58.42	69.7653	123.2747	129.3707	127.1705	1.822833128	1.8544	2.1101	2.198	0.2884	0.8478	0.3402	0.0929	0.221	0.341	0	139.9328	49.2476	0	310.2599	121.9468	0.0028	0.0401	0.3858	0.2645	1.5341	0.7225	0.7623	0.9058	0.903	2.1087	0.3666	16.2422	40	21	62	0.188936621	0.240187909	10.31686545	2.546593232	3.638159289	3.04054687	3.393095351	25.4	128	17.5	29.2	26	2.2	16
PET0343	PET0343	7.049125861	41.31077946	5.860411671	14.33333333	2.510028673	4.155784368	1.240328156	10.73502697	4.277350821	3.367205133	210.8755	2081.0353	33.9513	38.1847	76.454	83.2273	85.6458	2.242934998	2.1796	2.2519	2.5359	0.2918	0.6658	0.4382	0.068	0.2438	0.4001	0.1141	52.2454	59.4256	0.0022	51.4636	119.3808	0.0049	0.193	0.3355	0.2269	0.6605	0.648	0.7332	0.8654	0.8717	2.25	0.3767	20.0355	45	18	61	0.142041192	0.184036785	9.336440076	3.628637091	3.490125182	2.356189713	3.962516272	13.6	96.8	38	21	18.2	6.5	18
PET0344	PET0344	7.267170069	41.09868824	5.655391006	21	2.487639926	3.727928832	1.432379358	9.892985353	3.977414501	2.599938129	324.7956	4602.6575	45.6353	61.1293	113.9613	121.8353	122.7263	2.007650996	1.9931	2.4972	2.7019	0.2635	1.1095	0.2375	0.1068	0.2574	0.3287	0	50.3194	43.3422	0	148.2716	156.8131	0.0101	0.1363	0.481	0.1774	1.8985	0.7119	0.7288	0.8844	0.864	2.3498	0.4283	19.6605	38	18	60	0.205822919	0.247783366	9.814484127	2.734622824	3.589477778	2.635528571	3.723914904	19.9	79.2	14	18.6	15.3	3.2	14
PET0345	PET0345	6.638745422	42.04069665	6.332626721	16.5	2.85634321	4.808544888	1.281886084	12.42329827	4.340153759	3.771521452	315.6433	4331.8193	55.0333	61.8067	96.0967	103.0393	105.6413	1.709220845	1.6671	1.7462	1.8701	0.3862	0.6708	0.5757	0.0737	0.1777	0.4045	0.0938	12.229	97.8336	0.0048	99.7272	128.5423	0.0017	0.0828	0.2635	0.1347	0.7635	0.6854	0.6349	0.7682	0.8733	1.3688	0.4341	12.2424	25	13	46	0.212948063	0.213373394	8.439285714	3.514175821	2.721757454	2.995770807	2.817066544	24.7	104	17.7	37.8	17.7	1.1	12
PET0346	PET0346	6.795148969	42.22015227	6.213278394	23.33333333	2.933971666	3.918244114	1.132641486	10.48544693	3.573138456	3.482792937	311.1934	4372.2206	50.8847	54.6947	112.522	124.6293	126.1379	2.30621797	2.2786	2.2113	2.4789	0.2845	0.4725	0.6021	0.0801	0.2595	0.3561	0.0852	50.24	43.4281	0.0017	85.3543	80.9351	0	0	0.2266	0.2324	0.8112	0.5693	0.722	0.8932	0.8917	2.2125	0.3436	21.3455	40	17	63	0.252007506	0.296753067	9.733252791	3.662688715	3.300775618	3.131701555	3.107975847	22.1	104.9	19.5	18.8	16.9	7.3	17
PET0347	PET0347	6.652508502	40.45530131	6.081210013	17.33333333	2.753144002	4.902161142	1.312402056	12.4923004	4.551261668	3.812955638	330.8789	4488.2921	53.0013	59.5207	120.396	124.714	125.1152	2.102045171	2.0953	2.2716	2.4076	0.3706	0.3115	1.1897	0.0829	0.2388	0.3084	0	74.5136	57.6016	0	61.6925	83.3427	0.0014	0.0919	0.2051	0.1314	0.799	0.634	0.5802	0.646	0.8583	1.6298	0.4387	18.2766	31	28	58	0.211809825	0.196408037	11.28791797	3.535966708	4.39452553	2.498866906	4.517214558	25.3	159.1	22.6	33.2	31.2	0.9	21
PET0348	PET0348	7.254304443	40.63265004	5.601177943	17	2.624624442	4.068031155	1.068442975	10.78565505	4.131797218	3.833446214	279.6727	3694.4156	48.1753	59.3513	100.6687	101.092	102.1239	1.720668292	1.7033	2.0896	2.0874	0.2671	0.8418	0.3173	0.0902	0.1956	0.3393	0.0997	64.058	63.3432	0.0013	86.4166	143.5678	0.0016	0.1211	0.3628	0.0727	1.1938	0.7521	0.7963	0.8971	0.8879	2.0925	0.3427	13.5281	25	16	46	0.244811483	0.276271372	9.833333333	4.27059187	3.427744974	2.977843386	3.30216605	22	63.8	20.5	44.1	31.5	2.3	13
PET0349	PET0349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0350	PET0350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0351	PET0351	6.17573624	41.08019386	6.651869877	19.33333333	2.550025541	4.493623262	1.385928085	11.61946134	4.564275063	3.245873372	370.516	4812.7502	36.4913	63.3307	129.54	136.144	134.8636	2.129513806	2.1497	3.5499	3.6329	0.3364	1.2297	0.2736	0.1263	0.312	0.2976	0.0998	51.2677	41.4424	0.001	105.3927	116.518	0	0	0.4359	0.0973	2.3464	0.7475	0.4207	0.4633	0.8439	1.5721	0.66	24.2042	25	19	48	0.346930377	0.343800499	10.36953792	3.145082792	3.514667661	3.340202602	3.104463758	27.9	98.2	52	53.1	35.7	0	20
PET0352	PET0352	6.616291048	41.58779901	6.285666503	16.5	2.659994882	2.515656449	1.139504544	7.806795975	2.937143278	2.224222556	340.4249	4778.7288	43.7727	64.0927	118.11	119.634	124.8305	1.947655505	1.8666	2.6983	2.7969	0.3191	1.3694	0.2331	0.1153	0.2607	0.3587	0.1037	54.7053	42.595	0.0009	201.123	187.2328	0.001	0.0348	0.6418	0.1247	2.2233	0.8273	0.789	0.8891	0.8876	2.7039	0.4593	19.3363	25	18	48	0.452284827	0.441007766	7.54718795	2.727109311	2.578541256	2.390105437	3.157679922	37.9	115.6	28	62.7	42.2	0.7	19
PET0353	PET0353	6.688882866	40.33123348	6.02959183	22.5	2.767947818	3.980765592	1.448887755	10.29125325	3.718213345	2.746048538	362.2388	5216.6132	39.5393	63.0767	137.414	139.2767	140.3205	2.22460116	2.2081	3.4754	3.5565	0.3062	1.469	0.2085	0.1192	0.3206	0.3518	0.0659	27.9318	47.1666	0.0005	4.7973	152.4511	0.0042	0.0263	0.6222	0.1796	2.7309	0.8356	0.781	0.8765	0.8867	3.4516	0.4845	26.3157	27	18	49	0.086237968	0.072509445	10.13639869	2.447667756	3.52531451	3.085769673	3.284885059	22.5	112.9	40	41.9	29.6	19.1	20
PET0354	PET0354	5.712969115	41.44248017	7.25410541	14.33333333	2.459679706	3.457431522	1.239242697	9.342576243	3.803683788	2.793876273	256.5981	3293.5633	50.1227	59.5207	72.7287	81.1107	82.6407	1.388436292	1.3627	1.451	1.6347	0.3682	1.0236	0.3597	0.096	0.1406	0.3977	0.0303	50.3434	89.2553	0.0128	17.241	196.5917	0.0158	0.0332	0.4309	0.2524	0.9941	0.6994	0.7168	0.8886	0.8863	1.4534	0.4465	9.2878	27	19	52	0.386548254	0.414099823	8.747632248	2.753320607	3.312271874	2.123088499	4.120239101	26.7	102.8	18.5	52.4	31.2	2.1	19
PET0355	PET0355	6.477098969	40.78033187	6.296079782	15.33333333	2.545642008	3.139174238	1.325731117	8.639780935	3.396193341	2.367386434	263.8029	3528.294	46.0587	61.0447	92.0327	92.2867	95.0479	1.55702133	1.5118	1.9982	2.0011	0.3254	1.0643	0.3057	0.1047	0.1762	0.332	0.1156	60.3119	50.2763	0.0025	95.5255	0.8154	0.0011	0.0575	0.4607	0.0565	1.3265	0.7706	0.7971	0.8893	0.8875	2	0.3989	11.9819	27	19	46	0.307430221	0.404255319	5.837418605	4.471123203	2.025047545	1.787323514	3.266011194	24.7	88.8	34	23	19.1	3.2	17
PET0356	PET0356	6.39547394	41.75661611	6.529088619	19	3.101313832	3.67065879	1.234416024	10.58625187	3.421498553	2.978615694	343.7054	4953.646	46.6513	66.8867	121.4967	125.476	126.2779	1.887937363	1.8759	2.6044	2.7058	0.2831	1.1234	0.252	0.1147	0.2634	0.3097	0	46.6897	47.6846	0	156.7442	139.9324	0	0	0.5166	0.1222	2.144	0.7638	0.7738	0.9045	0.8904	2.6045	0.4269	18.7161	27	18	50	0.377327134	0.432337849	9.063079709	3.300143754	3.132898008	2.797283694	3.239957295	26.8	106.7	28	37.1	29	0.5	17
PET0357	PET0357	6.611450329	39.5383696	5.980286871	12	2.315198514	3.195554372	1.382694532	8.561602701	3.719230666	2.318055781	311.0437	4054.0134	42.3333	59.5207	120.2267	122.2587	122.4198	2.056760085	2.0541	2.84	2.7521	0.316	0.46	0.687	0.0999	0.2636	0.3051	0.1456	57.6137	37.8405	0.0015	59.5866	107.6472	0.0021	0.1765	0.3024	0.0335	1.3554	0.7034	0.6972	0.7774	0.8817	2.4417	0.4244	19.7061	36	14	56	0.491338788	0.515010503	8.408418389	2.417538923	3.194303783	2.019810823	4.162973232	12.3	69.6	18	21.1	24	9.8	13
PET0358	PET0358	6.881551296	40.51615624	5.887648657	13.66666667	2.620071106	3.81533312	1.451817639	10.3997293	3.973512433	2.638594251	316.2563	4324.6007	50.1227	63.246	112.8607	116.586	118.6924	1.876678367	1.8434	2.2517	2.368	0.2331	0.8108	0.2875	0.105	0.2328	0.3087	0.0855	51.6815	46.7812	0.0007	80.0153	148.3933	0.0023	0.1234	0.402	0.1601	1.5767	0.7023	0.7733	0.8889	0.8874	2.2542	0.3462	16.4582	29	23	53	0.284720401	0.345960061	9.608773624	2.995952569	3.340101816	2.928569991	3.281046262	NA	130.6	35	63.2	41	1.2	22
PET0359	PET0359	5.921196005	41.95171919	7.085007684	15.33333333	3.080561414	3.21436123	1.585273163	9.198222403	2.986619577	2.027190318	334.8305	5013.438	55.4567	69.6807	106.68	111.76	116.0428	1.665350664	1.6039	1.9237	1.9462	0.2931	1.055	0.2779	0.0988	0.1931	0.3525	0	63.8408	55.627	0	176.2159	19.5042	0.0247	0.0043	0.5027	0.1629	1.6933	0.7167	0.7642	0.8865	0.8873	1.931	0.4091	13.1249	27	18	50	0.456059509	0.493641554	8.784805723	2.24683964	2.796774483	3.191256757	2.752773089	21.9	105.4	18	47	23.6	2	16
PET0360	PET0360	6.695996512	41.19356923	6.151969936	13.66666667	2.841872523	3.506918286	1.439079269	9.920261731	3.497836615	2.443875441	334.7328	4935.3736	45.1273	62.23	119.634	128.6087	127.2359	2.044607103	2.0667	2.651	2.7274	0.3189	1.0338	0.3085	0.1103	0.2731	0.3343	0.1381	53.7118	40.9102	0.0017	135.3867	127.7271	0	0	0.4511	0.1904	1.8396	0.7558	0.7431	0.9017	0.8896	2.6604	0.4544	20.9242	27	18	NA	0.448370634	0.476692994	9.38289771	2.92406283	3.178689384	3.025518941	3.101252345	24.9	98.3	20	28.1	22	1.4	12
PET0361N	PET0361N	7.192592931	38.51306686	5.354545604	19.66666667	2.204666078	2.686706211	0.805468803	7.619596105	3.457027379	3.351303491	246.5379	2680.3531	35.8987	51.2233	80.01	90.7627	88.1617	1.721124957	1.7719	2.2288	2.3719	0.2476	0.8726	0.2838	0.1112	0.2289	0.2935	0.0579	154.5993	39.8432	0.0025	104.7963	135.1094	0.0032	0.1399	0.3852	0.1617	1.2609	0.6425	0.6181	0.7497	0.8542	1.8087	0.4911	16.0848	35	26	52	0.321393133	0.402205733	7.158950409	3.833872139	2.395414694	2.368121021	3.023050911	21.6	106.5	24	38	23.7	0	24
PET0362	PET0362	6.734226718	41.79206779	6.205919335	15.66666667	2.764298265	4.295700251	1.535195991	11.0560994	4.001236482	2.801032514	304.5086	4280.9663	42.8413	55.7107	115.4853	119.8033	120.5314	2.163523345	2.1505	2.6957	2.6365	0.4012	0.8458	0.4743	0.0997	0.273	0.353	0.1255	77.3754	48.2656	0.0044	118.3043	117.6588	0	0	0.3815	0.1832	1.3589	0.7272	0.7709	0.9038	0.8964	2.698	0.4209	21.8006	51	21	72	0.490311177	0.531077495	10.6367532	3.192390381	3.776559919	3.083633362	3.449422144	18.3	111.7	31.5	29.5	21.4	16.5	21
