FID	IID	TLN	LIR	Days_to_budding	DTF 	Stem_diamater_at_flowering	Plant_height_at_flowering	Internode_length	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches	SLA_mm2_per_mg	Leaf_total_N	Leaf_total_C	Leaf_C_N ratio	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Petal_LW_ratio	Flower_FHDD_ratio	Guides_3_petals	Guides_individual_petal	Guides_3_petals_mod	Guides_individual_petal_mod	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Dark_petal	Stem_colour	Petiole_main_veins_colour	Darker_axillae	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Green_RGB_NEW	Phyllaries_diameter	Phyllaries_length	Phyllaries_width	Phyllaries_LW_ratio	Flowerhead_to_phyllaries_diameter_ratio	Disk_to_phyllaries_diameter_ratio	Seed_perimeter	Seed_area	Seed_width_mid_height	Seed_maximum_width	Seed_height_mid_width	Seed_maximum_height	Seed_curved_height	Seed_HW_ratio	Seed_fruit_shape_index_external_I	Seed_fruit_shape_index_external_II	Seed_curved_fruit_shape_index	Seed_proximal_fruit_blockiness	Seed_distal_fruit_blockiness	Seed_fruit_shape_triangle	Seed_ellipsoid	Seed_circular	Seed_rectangular	Seed_shoulder_height	Seed_proximal_angle_micro	Seed_proximal_angle_macro	Seed_proximal_indentation_area	Seed_distal_angle_micro	Seed_distal_angle_macro	Seed_distal_indentation_area	Seed_distal_end_protrusion	Seed_ovoid	Seed_v_asymmetry	Seed_h_asymmetry_ov	Seed_width_widest_pos	Seed_eccentricity	Seed_proximal_eccentricity	Seed_distal_eccentricity	Seed_fruit_shape_index_internal	Seed_eccentricity_area_index	Seed_lobedness_degree
ANN1353	ANN1353	34	0.871794872	39	62	30.8	117.3	3.45	48	38	6.5	35	25.49336014	4.908	43.383	8.838739909	3.964566355	5.16363512	1.869579023	13.90026507	2.771674953	3.505847742	0.384488828	0.42248543	0.384488828	0.42248543	12.997669	2.686131	4.628882388	3.739904222	0	3	4	1	550.5944	8275.1447	70.104	91.948	132.588	156.972	182.946	1.989668073	1.7072	1.8913	1.8365	0.1558	1.0761	0.1448	0.1286	0.2347	0.3391	0.0478	29.2213	51.2466	0.0016	324.372	159.6618	0.0239	0.0738	0.467	0.1289	0.8609	0.7132	0.6386	0.8437	0.8854	1.8073	0.4741	15.0205	0.442637733	7.544935021	2.876711473	0.950609926	3.040596339	1.843209327	0.525541479	13.268275	10.3755	2.6961	2.8734	4.7268	4.7545625	4.9098875	1.708737906	1.66145	1.759625	1.80665	0.8569125	0.4740625	1.8108625	0.0581375	0.169325	0.47285	0.01945	134.0431125	155.82875	0.0050375	96.328225	90.7702375	0.002625	0.0591875	0.3148	0.0361625	0.272	0.3359375	0.7775625	0.884	0.8700875	1.7277125	0.4015125	12.3032625
ANN1354	ANN1354	28	0.717948718	39	64	40.1	187.6	6.7	51	49	7	27	47.63839224	5.187	39.855	7.683410854	4.190591343	5.594215104	1.986500065	15.54374493	2.844487477	3.712844526	0.240458245	0.268814247	0.240458245	0.268814247	14.54874687	2.588498175	5.130333233	4.288080401	0	2	2	1	352.5685	5526.0535	56.896	72.136	113.792	121.158	132.3901	1.83528474	1.6796	2	2.1213	0.3259	0.8571	0.3802	0.0817	0.1805	0.3725	0	66.2845	62.7554	0	62.1631	192.9536	0.0042	0.0458	0.3677	0.0444	0.4762	0.6786	0.7521	0.8928	0.884	1.9457	0.396	13.0597	0.466159461	7.589837474	2.929369727	1.260946357	2.327765336	2.056748307	0.554156086	15.19955	13.0703625	3.03875	3.18295	5.438525	5.4768875	5.60725	1.761651927	1.720825	1.7901375	1.83515	0.782	0.45885	1.70585	0.052675	0.177875	0.455625	0.02115	123.4254375	152.82635	0.0072	95.1621375	92.27195	0.0010875	0.0267875	0.2739	0.0394	0.2787875	0.3792625	0.745275	0.8855625	0.8317375	1.6900625	0.4105125	13.0426875
ANN1355	ANN1355	34	0.739130435	46	68	42.3	206.5	6.073529412	38	34	7	34	19.67666975	4.55	41.027	9.017633719	2.919141884	5.243713975	1.818703745	13.13405613	2.886017625	4.509547641	0.183328505	0.232917105	0.183328505	0.232917105	11.65592186	3.004213565	4.317146439	3.021628978	0	1	2	0	660.8385	17874.2868	113.792	138.684	191.008	207.772	221.2202	1.595138588	1.4982	1.6786	1.9183	0.2165	0.9442	0.2293	0.0934	0.1621	0.3645	0.0921	57.212	67.5131	0.0015	57.1045	170.6976	0.0087	0.0867	0.4022	0.1099	0.9096	0.7005	0.7442	0.8761	0.8889	1.6085	0.3485	10.4623	NA	5.693251422	2.3052897	0.829589158	2.783978707	2.30549704	0.511857142	13.655675	10.527025	2.6088	2.710675	5.0019375	5.0297375	5.183625	1.912300442	1.8567125	1.9181875	1.9417625	0.7242625	0.5334875	1.358275	0.051175	0.2008375	0.4813875	0.0059375	150.8947125	127.02765	0.0097625	115.4089625	87.17615	0.0014875	0.0058	0.2444125	0.0272625	0.188325	0.373575	0.765525	0.8827375	0.8573125	1.8430875	0.401925	15.56975
ANN1356	ANN1356	30	0.769230769	39	61	32.4	165	5.5	41	30	7	30	19.87641075	5.448	42.604	7.819890013	3.655395763	4.700367028	2.051301681	12.91269549	2.29906888	3.534142592	0.234965075	0.242415975	0.234965075	0.242415975	12.36064815	2.182990619	4.347648365	3.665351417	0	2	2	1	563.549	10244.3021	74.422	102.362	153.416	170.688	180.9207	1.767459604	1.6675	2.0614	2.431	0.2423	1.1706	0.207	0.1214	0.2103	0.3172	0.0766	36.0825	45.4732	0.0014	3.6253	152.7171	0.1948	0.0381	0.4135	0.1213	0.9287	0.7069	0.3964	0.5028	0.8135	0.9708	0.6395	14.4121	0.47187793	6.467108354	2.201034648	0.975444121	2.251640543	1.996353234	0.565001076	11.6304375	7.5966375	2.2211875	2.3455375	4.2386375	4.2717	4.4245625	1.886374658	1.8209875	1.907875	1.984725	0.8488875	0.4639875	1.832025	0.0588375	0.1952875	0.4715125	0.0219	129.8466625	149.728875	0.0074875	90.201025	79.0068625	0.002275	0.07845	0.29335	0.02295	0.239875	0.3671625	0.7442	0.876125	0.839475	1.7948	0.418525	14.8914
ANN1357	ANN1357	26	0.666666667	39	64	32	191.3	7.357692308	45	38	11.5	25	18.65986108	5.07	42.396	8.361821628	3.649654946	6.194404824	2.102065275	15.66732163	2.957775477	4.312682332	0.178075951	0.211258867	0.178075951	0.211258867	13.90740082	2.919732005	5.133328153	3.640744515	0	0	3	1	611.154	11027.9779	72.898	113.792	124.714	176.022	201.2911	1.768938941	1.5469	1.7108	2.377	0.2265	1.1812	0.1917	0.1252	0.2067	0.2831	0.0745	42.34	41.7945	0.0014	55.089	188.7957	0.005	0.1096	0.3968	0.3483	0.9854	0.6662	0.4191	0.7398	0.7796	0.9119	0.5763	13.8938	0.450310092	6.373940075	2.176442712	0.850175827	2.581797459	2.460509344	0.574002644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1358	ANN1358	26	0.590909091	44	67	36.1	191.2	7.353846154	40	36	9	25	17.99983434	4.65	42.674	9.17749092	3.576887486	5.456610678	2.143889091	14.53491168	2.56876104	4.067149523	0.174396043	0.213720127	0.174396043	0.213720127	13.84406465	2.412498744	4.723951669	4.396161314	0	1	3	1	495.7516	6269.3423	49.022	77.216	138.176	152.908	170.6571	2.21012614	1.9803	2.8187	1.6348	0.2642	1.3316	0.1984	0.134	0.276	0.3029	0	51.0849	32.4735	0	17.213	1.6712	0.0128	0.1305	0.5195	0.1004	1.0033	0.7544	0.4426	0.5352	0.8553	1.6024	0.6431	21.1301	0.444103589	6.658302466	2.704381268	0.854728359	3.175783954	2.182669957	0.536892887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1359	ANN1359	22	0.666666667	33	50	36.9	94.3	4.286363636	42	37	2.5	21	19.70458381	4.078	31.373	7.692691375	3.711776122	5.709733183	2.012496884	14.98421097	2.840509349	4.03824642	0.203647068	0.227549172	0.203647068	0.227549172	12.45691846	2.724780943	4.489264626	3.478389204	0	4	3	1	502.8231	9369.5296	75.184	100.33	131.826	149.86	174.1621	1.735892555	1.4937	1.7534	1.8937	0.3378	1.1385	0.2967	0.119	0.1786	0.3511	0.0639	57.2475	68.5796	0.0011	41.9078	250.6576	0.0021	0.0249	0.4153	0.1036	0.781	0.676	0.7572	0.8762	0.9802	1.5379	0.3005	12.0218	0.451933071	7.981157801	3.105528181	0.880301419	3.544929064	1.982643963	0.485684958	12.8615625	9.12165	2.299225	2.4116625	4.8749375	4.919925	5.0912625	2.111100745	2.04275	2.1233375	2.2012	0.7949125	0.5061375	1.57115	0.0583875	0.22495	0.4869125	0.0160375	121.8445375	136.0779625	0.004525	96.3395	78.7063375	0.000625	0.0150875	0.2767125	0.0228375	0.2299875	0.3578125	0.77445	0.8811625	0.8750375	2.08915	0.4034375	18.44015
ANN1360	ANN1360	34	0.772727273	44	65	37.2	181.5	5.338235294	37	33	7	36	16.16218042	3.429	32.116	9.364823832	3.767992094	5.774995866	1.848122757	14.88585281	3.127444749	3.95676352	0.329351639	0.360921219	0.329351639	0.360921219	15.27037037	3.123154929	5.633429118	4.003512134	0	1	1	1	420.7489	7856.4359	80.772	101.346	118.872	124.46	135.3567	1.335589959	1.2281	1.4717	1.6192	0.2799	1.0314	0.2713	0.1142	0.1331	0.3433	0.1675	62.3103	52.1992	0.0035	202.8601	135.2361	0.0562	0.0177	0.4738	0.0666	0.6145	0.698	0.7648	0.9012	0.8969	1.4724	0.3873	7.9001	0.456802782	6.523458304	2.308863246	0.812039041	2.835803927	2.288681965	0.57977479	12.530175	9.3069625	2.57705	2.7013875	4.4423625	4.4648375	4.6407625	1.717918107	1.6537625	1.7251875	1.7692625	0.838475	0.4769375	1.7592	0.0536625	0.1657625	0.4924	0.0210375	154.0142	160.7575875	0.0129	109.2653625	90.65135	0.0026875	0.0563625	0.2978375	0.0213625	0.2334625	0.3575	0.77995	0.8825625	0.873825	1.7060375	0.4028625	12.099175
ANN1361	ANN1361	21	0.636363636	33	52	22.5	114.2	5.438095238	45	37	2.5	22	27.74542679	5.634	42.1	7.472143519	3.81125738	5.011079922	1.752093905	13.81158067	2.88737849	3.61959665	0.242471406	0.281386805	0.242471406	0.281386805	12.80462963	2.923520856	4.515790608	3.773048413	0	0	2	1	480.0366	9588.8195	84.582	109.982	126.746	142.494	150.5258	1.368640323	1.2956	1.4985	1.6741	0.2012	1.1261	0.1787	0.1178	0.1452	0.367	0	60.8194	67.0782	0	289.3332	3.1393	0.0964	0.0104	0.4869	0.1542	0.7771	0.7145	0.5786	0.7281	0.8757	1.1172	0.5035	8.9284	0.469050798	7.56972877	2.507877197	0.939144989	2.673362252	1.82318755	0.503389424	11.037175	6.9821625	2.2979125	2.399775	3.767675	3.8153	4.0124125	1.671995291	1.5964125	1.6476125	1.7309125	0.8511125	0.434825	1.9592875	0.0545875	0.1522375	0.4806375	0.020275	136.8149875	125.1759375	0.01205	105.6116625	84.6647125	0.001175	0.02785	0.2903	0.0267375	0.2168625	0.374725	0.7420125	0.8749625	0.8406125	1.5577625	0.42	11.0255
ANN1362	ANN1362	25	0.657894737	38	58	37.4	214	8.56	51	40	10	24	23.63940389	4.608	42.617	9.248685211	3.443644352	4.898396344	1.783399066	13.00326498	2.756478034	3.781011185	0.201814161	0.198670783	0.201814161	0.198670783	11.14029884	2.678430232	3.912302566	3.315693703	0	2	3	1	576.9705	12753.4584	89.916	119.634	149.098	172.466	189.6353	1.58512881	1.4416	1.6582	1.8921	0.2006	1.1412	0.1757	0.111	0.1574	0.3517	0.0472	70.0485	58.1004	0.0053	108.3257	228.4727	0.003	0.0611	0.4136	0.1285	0.907	0.6739	0.4926	0.6858	0.7767	1.0373	0.5727	10.6153	0.491697364	6.503134762	2.183125761	0.860134089	2.548481983	1.999734003	0.529422604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1363	ANN1363	22	0.846153846	26	48	31.3	107.2	4.872727273	40	34	12	16	23.68004886	6.012	42.896	7.134833779	3.706868258	6.525853883	2.20986836	16.56630405	3.007233761	4.487393633	0.236499418	0.262294768	0.236499418	0.262294768	14.43451143	3.240697059	5.310690564	3.813130307	0	4	4	1	518.4161	9644.8839	93.218	113.284	125.73	140.97	171.9096	1.517509975	1.2444	1.3488	1.7265	0.2234	1.0027	0.2228	0.1153	0.1329	0.3726	0.1115	62.8413	58.6517	0.0049	22.9127	228.0331	0.0079	0.0451	0.4668	0.1562	0.6899	0.7207	0.7112	0.9249	0.9359	1.3493	0.3956	7.863	0.474970408	8.502086854	3.762153544	1.042446794	3.631280331	1.950004878	0.435822856	15.22705	12.3914125	2.7000625	2.8482375	5.6620875	5.7083625	5.8201125	2.043408424	2.0053625	2.09885	2.142825	0.84305	0.47565	1.7784625	0.06215	0.22335	0.4735875	0.0181625	105.4551875	142.764625	0.0039	131.430975	71.0758875	0.00195	0.0166625	0.2856125	0.0323375	0.30725	0.3623375	0.753475	0.8822625	0.8463125	1.9889375	0.411225	18.0252
ANN1364	ANN1364	22	0.846153846	26	51	37.5	150.8	6.854545455	55	40	9	21	25.45240155	4.787	39.828	8.319427005	3.71220407	6.471322845	1.807247072	16.36239714	3.583221125	4.403138717	0.236773281	0.259647902	0.236773281	0.259647902	13.37579365	3.193499655	4.686399943	4.002993765	0	4	4	1	519.6637	12125.5241	104.14	119.38	132.334	157.988	174.1667	1.458926956	1.3234	1.2707	1.6572	0.2293	0.8878	0.2582	0.0986	0.1233	0.3677	0.117	83.2924	72.7391	0.0022	279.1585	156.4661	0.0516	0.0677	0.4333	0.2468	0.6679	0.7186	0.6699	0.8613	0.8851	1.2683	0.4298	7.9782	0.48774327	6.951732154	2.983569877	0.966124155	3.123179968	2.247587706	0.510258876	14.9242875	11.301775	2.481775	2.6352625	5.5522875	5.597275	5.7138375	2.168223279	2.1292625	2.244825	2.2778625	0.8814	0.4832125	1.8279625	0.06495	0.23785	0.4861875	0.0270875	124.0484	129.730525	0.0045875	96.97905	69.630125	0.0005875	0.017875	0.307625	0.0261375	0.318525	0.3496625	0.697625	0.8794625	0.77785	1.9289625	0.4575375	20.1302
ANN1365	ANN1365	21	0.807692308	26	51	34.5	124.8	5.942857143	37	33	11.5	20	34.02185655	6.062	42.911	7.078636663	3.308437874	4.959587437	1.588599916	13.37679835	3.135282726	4.04080386	0.186929139	0.207211118	0.186929139	0.207211118	12.51227194	3.124051603	4.646232611	3.219806714	0	3	4	1	563.6797	12213.8465	85.09	119.38	163.83	175.514	184.7908	1.547920925	1.4702	1.9254	2.1089	0.1881	1.2418	0.1514	0.13	0.1899	0.3206	0.1807	43.3851	40.1154	0.0034	337.5664	4.143	0.0181	0.0336	0.4724	0.0946	1.0838	0.69	0.4928	0.6193	0.8586	1.1333	0.5768	12.1736	0.488467857	6.850372119	2.891672001	0.932711833	3.02409277	1.95354688	0.483884934	13.8859875	10.618975	2.4698875	2.652475	5.1461375	5.2149375	5.329825	2.009378034	1.98625	2.107975	2.1702875	0.9163125	0.4567875	2.0087875	0.0636875	0.22135	0.487625	0.0023375	106.4749375	144.3283375	0.0054125	95.0918375	67.7828875	0	0	0.3476375	0.034775	0.34175	0.3286625	0.7573625	0.8907125	0.846825	2.0114125	0.424675	18.096325
ANN1366	ANN1366	23	0.657142857	35	57	34.4	191.3	8.317391304	47	38	11	22	33.34582319	6.293	43.252	6.873041047	3.886103775	4.915895256	1.870811904	14.00664823	2.652886916	3.613391865	0.277881508	0.330228068	0.277881508	0.330228068	12.59660483	2.700787278	4.366839259	3.86292631	0	0	2	0	597.0097	12164.5563	84.582	116.078	152.908	175.514	198.7641	1.712332225	1.512	1.8078	2.1207	0.2162	1.1562	0.187	0.1153	0.1834	0.3389	0	52.8643	46.9237	0	123.7915	332.6521	0.0062	0.1137	0.4252	0.1927	1.0239	0.6357	0.4696	0.6195	0.8265	1.0125	0.5681	12.6237	0.496456939	7.573507137	2.980133287	1.084857968	2.761491263	1.863425421	0.514529288	13.7977	10.8473875	2.6881625	2.8363375	5.00195	5.101175	5.2039375	1.834738461	1.8010625	1.8645375	1.9013875	0.8372	0.4379875	1.914325	0.0592625	0.1908	0.46575	0.0136375	53.1262375	130.1903625	0.00805	101.1313375	75.0954625	0.0002375	0.01385	0.3036125	0.04415	0.29755	0.3508875	0.75745	0.886425	0.857175	1.81915	0.406575	14.465125
ANN1367	ANN1367	28	0.8	35	61	49.6	165.4	5.907142857	49	42	9.5	25	42.57063886	5.434	41.408	7.620558651	3.572954274	5.199933367	1.611350984	13.75543276	3.235572857	3.846977176	0.245716096	0.22013808	0.245716096	0.22013808	13.87698413	3.363667894	5.054946975	3.767090176	0	4	3	1	466.292	9135.6591	75.692	102.108	139.7	150.114	161.1281	1.578016414	1.4701	1.8456	1.9461	0.2148	1.1779	0.1823	0.1179	0.1688	0.342	0	53.9991	54.8276	0	304.6068	160.0091	0.0547	0.0608	0.5031	0.0606	0.8255	0.695	0.7254	0.8917	0.8753	1.6589	0.3875	11.4226	0.470315211	7.205997386	2.674354569	0.983304542	2.742930362	1.906868714	0.49602568	12.3043875	8.4181	2.340225	2.4778375	4.41855	4.504525	4.6613625	1.881222033	1.8213375	1.8911875	1.9392375	0.8546125	0.453525	1.888225	0.05905	0.1950875	0.476275	0.020075	130.5877125	83.59345	0.0106375	91.1176375	80.9846875	0.0013375	0.03545	0.3052125	0.0347625	0.26605	0.3577625	0.76405	0.87185	0.87675	1.8404	0.401025	14.9137875
ANN1368	ANN1368	25	0.78125	32	56	38	178.6	7.144	47	37	12	24	30.50660323	5.159	38.598	7.482092227	4.260523941	4.969234465	1.400309484	13.8364799	3.568652586	3.251698632	0.227342265	0.255493406	0.227342265	0.255493406	14.52205882	3.401864018	5.075971405	4.370116013	0	2	2	1	669.6145	11333.2031	83.82	125.984	151.13	167.64	198.2398	1.57353156	1.3306	1.803	1.5693	0.1667	1.2121	0.1375	0.1543	0.1947	0.3134	0.1024	47.4843	49.2863	0.0015	344.5652	209.6235	0.077	0.0339	0.4863	0.1498	1.0274	0.6755	0.7344	0.8627	0.9272	1.5125	0.3075	10.6673	0.472120353	8.160581315	3.408570789	0.952116922	3.596056431	1.695587347	0.521907631	13.63215	10.129175	2.4844375	2.6154	4.9715125	5.040325	5.1483875	1.968489524	1.928725	2.0042125	2.059625	0.8621	0.4913625	1.7576	0.0592625	0.2101375	0.4857375	0.0185875	147.437725	148.6830875	0.0038625	77.0514625	89.3356125	0.0034375	0.0805	0.29595	0.02995	0.271775	0.3549875	0.7483375	0.88425	0.8383	1.8845375	0.41785	16.604075
ANN1369	ANN1369	22	0.785714286	28	51	34.5	138.4	6.290909091	45	39	13	20	28.76607396	5.199	42.091	8.095324021	3.379358113	5.462852928	1.802799397	13.98300983	3.030307823	4.147411093	0.26850901	0.31213842	0.26850901	0.31213842	11.47905983	3.133872438	4.243290992	2.992477846	0	4	4	1	485.6788	9023.9174	92.71	110.998	124.714	132.08	146.7317	1.321931026	1.1899	1.3452	1.3459	0.211	0.9781	0.2157	0.1218	0.1313	0.3605	0.0972	64.6906	78.6678	0.002	326.9592	3.2967	0.0513	0.0089	0.4469	0.1211	0.6104	0.6961	0.6744	0.8537	0.8159	1.1006	0.375	7.5462	0.486903069	8.173564148	3.446371634	0.916750995	3.796927709	1.712791796	0.41323154	12.3238	7.8478625	2.0716875	2.18545	4.627575	4.6513875	4.7914625	2.192437484	2.1421125	2.249575	2.2844	0.8613875	0.48685	1.7724	0.06385	0.23835	0.486475	0.0127125	103.1374375	136.7452375	0.0031375	102.9277375	63.866825	0.0013125	0.07355	0.3048875	0.0158375	0.2474125	0.34185	0.7351	0.860075	0.8417	2.02805	0.4221125	20.263775
ANN1370	ANN1370	29	0.852941176	34	58	41	197.6	6.813793103	47	38	10	24	22.77540397	5.455	43.369	7.950507891	3.305641967	4.566825834	1.777356439	12.52677744	2.580387862	3.792160811	0.285944924	0.337976616	0.285944924	0.337976616	11.34135097	2.669826048	3.981113151	3.379124664	0	1	3	1	612.5865	12166.6208	86.36	112.014	146.304	173.736	200.3842	1.788921028	1.551	1.6941	2.0545	0.2118	1.0676	0.1983	0.092	0.1644	0.383	0.1215	53.2448	64.6964	0.0041	78.0113	200.0714	0.01	0.1073	0.3081	0.1736	0.796	0.5565	0.4832	0.6947	0.8312	0.9821	0.5382	11.3344	0.462948121	6.814644716	2.915512311	1.085898248	2.689271994	1.840323011	0.485946848	13.0193125	9.55025	2.5241375	2.71595	4.5309875	4.5773125	4.7590875	1.752273606	1.689075	1.801775	1.8500375	0.9249375	0.48365	1.9166125	0.0637375	0.1802625	0.4792125	0.015175	102.090675	105.98895	0.01795	107.8734	87.657075	0.0007375	0.0089875	0.355325	0.0362125	0.3022125	0.3233875	0.7715375	0.882475	0.871375	1.7561625	0.417275	13.350025
ANN1371	ANN1371	25	0.961538462	26	51	31.8	113.9	4.556	43	38	4.5	23	24.53213238	6.194	43.79	7.069528165	3.474005046	4.06890385	1.556341266	11.10452154	2.628833476	3.197647152	0.196209754	0.222187273	0.196209754	0.222187273	10.79483431	2.595191371	3.569883512	3.655067284	0	4	4	1	540.9548	12916.1677	115.824	128.524	144.018	158.496	164.2783	1.278191622	1.2332	1.2434	1.4372	0.25	0.8333	0.3	0.0945	0.1069	0.3782	0.097	86.9267	81.0052	0.0033	30.8001	39.4015	0.0294	0.0201	0.3198	0.0763	0.556	0.6218	0.6035	0.7231	0.821	0.9792	0.4336	6.4369	0.472662518	6.279352414	2.200877323	0.89612982	2.461344418	1.771039216	0.553788897	11.1227875	7.591925	2.451375	2.5797	3.7809	3.8086875	3.9519625	1.531946544	1.476875	1.54315	1.599775	0.8533625	0.478275	1.786625	0.0531375	0.1301625	0.4986	0.0157	68.0982375	142.7536125	0.0083375	112.022975	98.242525	0.0004625	0.008225	0.2977625	0.029075	0.1977625	0.3401125	0.7701125	0.8851625	0.8641875	1.5075	0.412175	9.07995
ANN1372	ANN1372	25	0.78125	32	54	34.3	146.4	5.856	40	34	8	21	24.77465906	5.552	42.9	7.726743861	3.369277813	5.746751192	1.435477921	14.79908596	3.960808657	4.395661316	0.116413628	0.135213429	0.116413628	0.135213429	13.45593969	4.031070114	4.901035201	3.653869284	0	2	2	1	473.3405	8690.9504	70.866	90.932	149.352	165.862	176.9308	1.945748471	1.824	2.1075	2.4186	0.2222	0.3297	0.6739	0.0931	0.2039	0.3375	0.0675	49.6119	62.693	0.0017	43.3954	140.4818	0.001	0.088	0.3151	0.0676	0.5697	0.6861	0.7209	0.8801	0.8468	2.1171	0.3917	14.6563	0.47303561	8.080083706	3.491665468	0.940664328	3.730440413	1.833330171	0.417631636	11.629825	7.97405	2.4421125	2.55455	4.0626875	4.0812125	4.2360625	1.658242156	1.601	1.6669125	1.6959	0.8332625	0.4075625	2.0498625	0.05065	0.1522875	0.4878875	0.00405	104.7284	152.2189375	0.00395	96.6754375	81.833575	0.0038125	0.0895125	0.2812	0.0130625	0.2242	0.3745125	0.74355	0.887475	0.825075	1.5626375	0.420175	10.9834
ANN1373	ANN1373	23	0.884615385	26	52	27.7	131	5.695652174	39	34	23	20	26.00289023	6.42	43.588	6.789427239	3.484920498	5.725578763	1.83384856	14.66198201	3.125231423	4.227634672	0.146267455	0.154117667	0.146267455	0.154117667	11.41934524	3.191734013	4.071708267	3.275928704	0	3	4	1	497.6479	7982.8873	67.818	94.234	149.098	153.162	175.7886	1.865447715	1.6253	2.1985	1.5679	0.1948	1.1685	0.1667	0.1252	0.2265	0.3176	0.1252	45.3294	41.7308	0.0035	130.2833	200.8433	0.0014	0.0687	0.5361	0.0533	0.9432	0.8076	0.7774	0.9052	0.9194	2.2075	0.3702	14.7925	0.470474843	8.397240139	3.704352246	1.021235284	3.643049321	1.744714453	0.414013148	12.0123875	8.1476125	2.2860125	2.3627375	4.451625	4.4794	4.6497625	1.967955602	1.901925	1.9539375	2.011475	0.777	0.4676	1.6639625	0.05445	0.2028125	0.485825	0.0008375	136.57255	125.8957375	0.001925	114.2075	73.7495875	0	0	0.2413625	0.022575	0.191175	0.401175	0.7638875	0.8796375	0.8584875	1.8732125	0.3968625	15.9532
ANN1374	ANN1374	26	0.742857143	35	56	30.3	182.3	7.011538462	38	37	11.5	24	30.52570413	6.525	41.798	6.405841659	3.45521782	4.757575146	1.765498322	12.8383617	2.696432354	3.724772177	0.106244596	0.105572322	0.106244596	0.105572322	11.44124924	2.759148921	3.982832002	3.475585235	0	4	2	0	486.6331	10729.785	102.616	118.364	120.904	143.002	165.1013	1.394860768	1.2082	1.1782	1.4981	0.1931	0.9876	0.1955	0.109	0.1236	0.3765	0.0614	54.0893	70.4063	0.0019	165.628	248.3566	0.0026	0.0473	0.4918	0.1454	0.7005	0.7279	0.6655	0.88	0.8969	1.1543	0.4278	7.5038	0.471982924	7.542060532	3.057305357	0.960403151	3.192491053	1.703139925	0.458337126	13.41565	10.06785	2.5334	2.6551125	4.9662375	5.011225	5.1428875	1.936975364	1.8938125	1.9670375	2.0211375	0.786125	0.45745	1.726125	0.0575	0.2024375	0.472075	0.014775	146.45415	124.062275	0.00305	79.260225	79.0327125	0.0013	0.0224875	0.2770625	0.0306125	0.237275	0.358075	0.7432875	0.875575	0.8395	1.8188125	0.4073625	15.8004125
