FID	IID	TLN	LIR	Days_to_budding	DTF 	Stem_diamater_at_flowering	Plant_height_at_flowering	Internode_length	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches	SLA_mm2_per_mg	Leaf_total_N	Leaf_total_C	Leaf_C_N ratio	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Petal_LW_ratio	Flower_FHDD_ratio	Guides_3_petals	Guides_individual_petal	Guides_3_petals_mod	Guides_individual_petal_mod	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Dark_petal	Stem_colour	Petiole_main_veins_colour	Darker_axillae	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Green_RGB_NEW	Phyllaries_diameter	Phyllaries_length	Phyllaries_width	Phyllaries_LW_ratio	Flowerhead_to_phyllaries_diameter_ratio	Disk_to_phyllaries_diameter_ratio	Seed_perimeter	Seed_area	Seed_width_mid_height	Seed_maximum_width	Seed_height_mid_width	Seed_maximum_height	Seed_curved_height	Seed_HW_ratio	Seed_fruit_shape_index_external_I	Seed_fruit_shape_index_external_II	Seed_curved_fruit_shape_index	Seed_proximal_fruit_blockiness	Seed_distal_fruit_blockiness	Seed_fruit_shape_triangle	Seed_ellipsoid	Seed_circular	Seed_rectangular	Seed_shoulder_height	Seed_proximal_angle_micro	Seed_proximal_angle_macro	Seed_proximal_indentation_area	Seed_distal_angle_micro	Seed_distal_angle_macro	Seed_distal_indentation_area	Seed_distal_end_protrusion	Seed_ovoid	Seed_v_asymmetry	Seed_h_asymmetry_ov	Seed_width_widest_pos	Seed_eccentricity	Seed_proximal_eccentricity	Seed_distal_eccentricity	Seed_fruit_shape_index_internal	Seed_eccentricity_area_index	Seed_lobedness_degree
ANN0991	ANN0991	21	1	21	54	28.1	79.6	3.79047619	39	30	20	17	23.23301875	5.232	40.882	7.814474363	4.3863334	5.191620146	1.173792262	14.39982915	4.436187998	3.298802375	1	1	1	1	11.91215242	4.816664594	4.021484107	3.869184208	NA	2	2	1	459.7166	8672.8859	85.852	91.694	148.082	157.988	161.9429	1.766123192	1.723	1.7249	1.8379	0.2041	0.2751	0.7419	0.0771	0.1728	0.3309	0.111	58.7906	61.2735	0.004	72.0751	87.2811	0.0071	0.1919	0.2152	0.0498	0.346	0.5693	0.628	0.8478	0.74	1.3	0.3164	11.8215	0.488557845	7.357405985	3.090791079	0.787862514	3.961746026	1.966855541	0.596257472	13.4878	10.79356667	2.908683333	3.058583333	4.707816667	4.787183333	4.928916667	1.611503147	1.5651	1.618483333	1.6632	0.7884	0.402033333	1.96225	0.05505	0.148316667	0.448	0.014033333	78.94091667	125.9984667	0.0061	90.9978	78.87853333	0.001116667	0.083033333	0.2817	0.037066667	0.2734	0.374483333	0.759733333	0.88455	0.864283333	1.580833333	0.3924	10.42065
ANN0992	ANN0992	21	1.05	20	48	30.6	103.8	4.942857143	44	38	14	17	14.07698749	6.642	42.188	6.351982553	4.420324265	5.297663593	1.469705675	14.96689418	3.605273325	3.388633704	1	1	1	1	10.99677831	3.395883042	3.765319413	3.466139488	NA	0	4	0	384.1623	6975.1473	70.866	87.122	128.778	130.81	132.8461	1.524828402	1.5015	1.8172	1.8654	0.19	0.9032	0.2103	0.0984	0.1684	0.3402	0.1039	41.6965	43.6409	0.0023	200.2333	110.9688	0.0548	0.0388	0.4325	0.1018	0.6157	0.7276	0.7977	0.9011	0.8836	1.7672	0.309	10.8963	0.476067024	8.125786653	3.710935507	0.855943315	4.404297362	1.843230058	0.544018536	12.365	8.111075	2.166925	2.283375	4.7096	4.730725	4.85835	2.127705699	2.072125	2.17385	2.242575	0.77555	0.453425	1.7148	0.062075	0.231325	0.45875	0	114.149875	117.76665	0	106.783	59.554425	0	0	0.27215	0.0217	0.24045	0.37385	0.7356	0.886325	0.81735	2.007325	0.418175	18.97275
ANN0993	ANN0993	22	0.916666667	24	61	30.4	142.7	6.486363636	30	28	18	15	14.97338859	5.622	41.644	7.406722941	5.107772428	4.314760359	1.469830388	13.42458693	2.936304151	2.62767766	0.652599993	0.723438733	0.652599993	0.723438733	13.80048077	3.827069367	4.210840311	5.378800146	0	0	4	0	484.5183	10993.4619	87.376	113.538	139.954	155.702	163.9835	1.44430499	1.3714	1.6017	1.7554	0.1483	1.1017	0.1346	0.1056	0.1536	0.3642	0.0706	35.0486	60.3253	0.0008	198.6439	168.3039	0.005	0.0103	0.5496	0.0891	0.8945	0.7653	0.7124	0.8532	0.8916	1.5571	0.4373	9.645	0.457888401	8.099811393	3.309156445	1.049796479	3.15610785	1.655687951	0.630027264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN0994	ANN0994	22	0.916666667	24	58	30.8	163.9	7.45	NA	NA	21	17	22.97602455	5.606	41.516	7.405845364	5.137914791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	1	570.8172	12351.9108	89.662	116.84	160.274	184.15	191.6773	1.640510955	1.5761	1.7875	1.9326	0.1643	0.8385	0.1959	0.1156	0.1991	0.2922	0.1229	52.7741	37.3898	0.0015	123.8408	111.7905	0.0091	0.3966	0.4285	0.1747	0.9607	0.6675	0.5359	0.613	0.8527	1.2125	0.4907	12.7106	0.464446963	10.75060047	4.87525223	1.102423445	4.528272977	NA	0.477918866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN0995	ANN0995	18	0.9	20	49	36.1	129	7.166666667	37	36	18	15	25.53991139	4.967	41.185	8.292563417	5.655375992	5.451451298	1.745415968	16.66921457	3.140302815	2.953538399	0.680243193	0.637973842	0.760182395	0.728480382	15.92432432	3.733661285	4.995347229	5.933629867	1	4	4	1	465.276	7667.0814	70.104	98.806	140.716	146.812	158.7957	1.607146327	1.4859	2.0072	1.8864	0.1812	0.4529	0.4	0.1159	0.1732	0.275	0.0777	32.6228	48.5108	0.0013	40.7148	120.1905	0.0025	0.0822	0.3442	0.0672	0.6445	0.6138	0.7036	0.8962	0.8024	1.45	0.2487	11.0539	0.460242397	10.4290013	4.449321019	1.14688827	3.840246414	1.486984328	0.506010607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN0996	ANN0996	22	0.846153846	26	51	33.2	103.3	4.695454545	42	35	20	19	20.5225603	6.521	44.326	6.797172679	4.980855467	5.092448573	1.676155932	15.20610416	3.041834359	3.052437157	0.523291627	0.560212358	0.523291627	0.560212358	13.23802776	3.126701525	4.30443345	4.629160862	0	2	3	1	428.3389	9614.8195	86.868	97.282	135.89	143.51	154.8707	1.591976933	1.4752	1.5643	1.6649	0.3977	0.617	0.6445	0.0664	0.1356	0.4011	0	93.9297	80.6443	0	98.9263	151.3013	0.0014	0.0382	0.3065	0.114	0.3747	0.6903	0.7553	0.9045	0.8912	1.5662	0.3893	9.1514	0.459773513	8.501028692	3.494423921	1.049853639	3.339074803	1.813024806	0.591307859	12.6901625	9.176725	2.483125	2.6114375	4.5667125	4.676525	4.8472	1.85614245	1.79465	1.843375	1.9314625	0.7650625	0.4826875	1.5852875	0.0583875	0.190775	0.45955	0.02115	114.6509	132.6336125	0.004425	140.2923875	78.891825	0	0	0.2683375	0.0581625	0.2155875	0.3605625	0.774675	0.8885625	0.884175	1.8465625	0.3926625	14.40445
ANN0997	ANN0997	17	0.944444444	18	43	34.7	111	6.529411765	53	42	9	14	17.90638575	6.606	41.67	6.307575259	5.15307992	5.475007763	1.423665382	15.98581566	3.895366822	3.055304618	1	1	1	1	13.12954733	4.006168148	4.255219192	4.619108945	NA	2	3	0	427.7544	7139.276	71.374	86.106	121.92	125.476	153.133	1.778424268	1.4572	1.7082	2.016	0.274	1	0.274	0.0904	0.1609	0.3824	0.1263	67.2429	72.2573	0.0035	5.8393	109.2832	0.008	0.0142	0.4082	0.0594	0.5415	0.6427	0.7951	0.895	0.9138	1.661	0.3434	10.2161	0.447784577	8.171857898	3.177868968	1.067704979	2.99357815	1.963604763	0.631218446	13.2253125	10.2468	2.6088	2.7173	4.7545625	4.804825	4.9463375	1.820313363	1.76865	1.823825	1.8699125	0.850475	0.4765625	1.7884375	0.0561125	0.1866	0.500425	0.0030875	94.1687125	151.4206375	0.0045375	96.3415125	77.80405	0.0004875	0.0091125	0.3024375	0.026925	0.2528125	0.354525	0.78085	0.8937625	0.8719375	1.8006125	0.4029375	14.21035
ANN0998	ANN0998	20	0.952380952	21	49	37.5	118.4	5.92	53	39	8.5	19	17.86987727	5.977	42.515	7.112689637	4.788157188	4.358563721	1.274683011	12.98487006	3.452150132	2.711813965	1	1	1	1	11.11191724	3.45788769	3.508657323	4.094602597	NA	2	3	1	538.8805	7760.8877	61.214	92.456	131.064	159.258	182.9289	1.978550878	1.7225	2.1411	1.6189	0.1743	1.0415	0.1673	0.1384	0.2567	0.3064	0.1175	29.4379	33.9843	0.0024	92.6302	158.2989	0.006	0.188	0.4358	0.1748	0.9031	0.7273	0.5591	0.7848	0.9259	1.7327	0.5384	16.2526	0.456377315	8.005675372	3.578789773	1.078164285	3.34479405	1.626063559	0.599263266	14.074175	10.8731375	2.5545625	2.729175	5.2387625	5.2903375	5.3922375	1.975775646	1.9404375	2.052275	2.0693875	0.81375	0.4753875	1.7121625	0.063075	0.21405	0.465675	0.0026625	68.7672875	125.8542875	0.0020375	99.3870875	73.561975	0	0	0.298475	0.023525	0.285475	0.3357375	0.75045	0.88325	0.8419	1.954875	0.418425	16.8593
ANN0999	ANN0999	23	0.821428571	28	63	45.2	157.7	6.856521739	47	43	6	24	18.0137966	5.602	42.597	7.603541208	5.103338576	5.807727485	1.313707533	16.33111285	4.451950845	3.205743568	0.750058154	0.790102113	0.875029077	0.895051056	16.35714286	3.174988782	5.509580635	5.337981587	2	2	2	1	530.7868	9653.5936	72.644	101.854	128.27	178.562	177.7889	1.745526931	1.7531	1.7657	2.456	0.1259	0.8392	0.15	0.143	0.2573	0.2751	0.0838	31.9849	36.7076	0.0043	346.2575	10.9101	0.0182	0.1488	0.4205	0.2921	0.9411	0.7275	0.5356	0.8051	0.8356	1.5667	0.5263	16.1252	0.441226744	8.747050059	3.078229956	1.070086185	2.896045323	1.867405304	0.583350488	13.7429125	11.1337875	2.8310375	2.9276125	4.863025	4.9212375	5.023725	1.715980172	1.681725	1.7189875	1.712275	0.80665	0.4713625	1.71285	0.052775	0.1679375	0.488525	0.0075875	130.0460875	133.3244125	0.0121125	125.7971625	89.7079125	0.0010625	0.0263	0.28215	0.025575	0.2378875	0.357175	0.7765875	0.889125	0.8716375	1.6981625	0.395075	12.3511
ANN1000	ANN1000	18	1.384615385	13	44	29	90.4	5.022222222	47	38	7.5	14	45.31997175	6.82	43.062	6.314316437	3.762437088	4.701699831	1.630419379	12.57868372	2.897467064	3.34773484	0.520173959	0.583865446	0.520173959	0.583865446	11.85798319	2.762302469	3.869551606	4.118879981	0	1	3	1	381.4766	6095.5362	72.898	85.344	108.458	116.332	126.5552	1.48288339	1.3631	1.4878	1.6815	0.3415	0.4808	0.7101	0.0813	0.1295	0.3609	0.1004	91.3523	80.0318	0.0061	88.3023	150.3864	0.0019	0.0448	0.2494	0.0869	0.3246	0.6573	0.5996	0.7117	0.8698	1.1417	0.4534	7.7583	0.45299961	7.989630862	3.679203028	1.057030376	3.497182983	1.57571918	0.470788796	12.8316875	8.730075	2.2569	2.3905125	4.7426625	4.815425	4.956975	2.073603464	2.0163375	2.103575	2.196725	0.83815	0.4616125	1.8181625	0.062375	0.2241	0.466	0.010225	153.2619625	138.2116	0.0042	71.846425	75.9886625	0.0015625	0.0783375	0.307075	0.0472125	0.273525	0.3439125	0.7185875	0.877	0.80995	1.9104875	0.439025	18.1822375
ANN1001	ANN1001	19	0.730769231	26	51	32.8	141.2	7.431578947	43	39	20.5	16	20.49233582	6.109	42.793	7.004803358	5.089501653	5.258242993	1.766940276	15.57017838	2.993518256	3.059105838	0.51719414	0.577859541	0.637895605	0.683394656	14.42914153	3.207122541	4.698634699	5.03187213	1	4	3	1	691.8138	16475.838	111.252	134.366	176.53	195.834	228.2163	1.698467618	1.4575	1.5868	1.741	0.2352	0.8402	0.2799	0.0885	0.1457	0.358	0.114	60.8544	59.1302	0.002	34.4412	115.3702	0	0	0.2997	0.1401	0.795	0.6527	0.5714	0.7143	0.7496	1.0138	0.4127	9.4907	0.455028688	9.711507055	4.304781993	1.127449585	3.824439135	1.605606661	0.524649299	14.3052875	11.9229625	2.9540875	3.083725	5.0575125	5.1368875	5.2761125	1.710954284	1.66915	1.7154	1.7767375	0.803725	0.420125	1.9156375	0.054775	0.1678875	0.4565125	0.010975	165.8131125	152.4763625	0.0092	139.670875	72.9879875	0	0	0.2894125	0.0583	0.2843	0.3731125	0.77435	0.8835	0.87705	1.6938625	0.386125	12.2657625
ANN1002	ANN1002	21	0.65625	32	55	38.8	93.7	4.461904762	48	41	8	18	21.33896296	5.644	42.912	7.603590913	5.644650074	5.7395024	2.233019133	16.22135217	2.598373259	2.872598435	0.602476674	0.632659248	0.701857505	0.724494436	14.81329713	2.493229665	4.730760261	5.35177661	1	0	3	0	574.6734	12442.7493	79.756	110.744	172.974	182.118	193.1087	1.743739616	1.6445	2.1688	2.0636	0.2134	1.2293	0.1736	0.106	0.1974	0.3635	0.1345	45.1068	47.6104	0.0026	305.5261	168.1412	0.0419	0.0938	0.4507	0.1007	0.9278	0.6594	0.7179	0.8786	0.8399	1.9037	0.4348	13.3175	0.467252468	10.39961542	4.470166542	1.299255608	3.489462045	1.56689639	0.545122161	15.6408125	13.6896625	2.9845	3.1313375	5.736175	5.7838	5.8977375	1.883456351	1.851975	1.9271875	1.9717125	0.7880625	0.474025	1.6638125	0.05695	0.1978625	0.4705125	0.011125	89.6272625	136.00385	0.003725	103.936675	80.8102625	0.0013875	0.02225	0.265875	0.0250125	0.2747375	0.3705875	0.7597875	0.8816875	0.8541125	1.84795	0.4008	15.2437375
ANN1003	ANN1003	24	0.75	32	58	34.2	150.1	6.254166667	46	40	11	23	24.90237036	6.316	43.994	6.965018246	5.089755081	5.348412763	NA	15.04989612	2.691480806	2.958412364	1	1	1	1	13.34351948	2.883638219	4.383296381	4.576926719	NA	0	1	1	426.3686	7577.7913	72.39	88.646	123.952	135.382	140.0399	1.579765584	1.5272	1.7123	1.7587	0.2	1.014	0.1972	0.1021	0.1776	0.3689	0.1043	47.3357	50.1342	0.0026	318.0193	156.602	0.0266	0.0123	0.4728	0.1012	0.6857	0.759	0.6917	0.827	0.872	1.472	0.3848	11.2476	0.47012363	8.861863465	3.53335378	1.238012464	2.854743834	1.699725585	0.575125954	13.926975	11.091325	2.7648875	2.849575	5.0218	5.144825	5.2430125	1.839927884	1.806175	1.817	1.8934125	0.717175	0.4800125	1.496075	0.0519	0.1881375	0.4679875	0.007975	87.773325	120.421675	0.00585	106.9724625	81.7454375	0.000275	0.0072625	0.2228375	0.0419625	0.1880375	0.3969625	0.72	0.8572125	0.837075	1.6512375	0.4141875	14.241125
ANN1004	ANN1004	22	0.6875	32	58	25	90.6	4.118181818	NA	NA	NA	NA	31.55387182	5.722	41.975	7.336166696	4.716913605	5.717355096	2.371079015	15.93784572	2.459972477	3.404739739	0.559033899	0.595495943	0.559033899	0.595495943	13.61891077	2.734892348	4.697102477	4.224705816	0	2	4	1	526.0044	11668.6218	91.186	127	149.352	152.908	173.419	1.365503937	1.204	1.6379	1.7285	0.1894	1.2423	0.1525	0.1305	0.145	0.3628	0.1205	52.6379	63.2306	0.0028	49.7882	197.2003	0.0028	0.0916	0.6089	0.0975	0.9078	0.7824	0.782	0.9307	0.9216	1.6434	0.4163	8.3632	0.440759076	8.650643802	3.559828687	1.163895571	3.072345172	1.846400336	0.543404822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1005	ANN1005	19	1.055555556	18	43	32	123.5	6.5	45	34	26	14	35.48203645	7.352	41.988	5.711254165	3.402181041	4.81166989	1.595697697	12.77488682	3.018698446	3.754576891	0.534766073	0.491742062	0.534766073	0.491742062	11.36919514	2.990277535	4.093174828	3.18284548	0	2	4	0	458.9105	7788.307	66.294	95.758	123.19	145.034	160.9889	1.681205748	1.5146	1.8582	1.8072	0.1801	1.0766	0.1673	0.1275	0.2034	0.3112	0.13	45.2316	46.1697	0.0019	339.4651	158.8853	0.0051	0.0663	0.4725	0.1402	0.8049	0.6848	0.6772	0.8213	0.8773	1.8558	0.4776	12.1592	0.475656272	8.404798211	3.94576976	0.998559001	3.996117565	1.530129849	0.408308348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1006	ANN1006	32	0.914285714	35	68	47.7	219.1	6.846875	37	37	26	29	53.02962981	5.365	42.761	7.969891555	4.745793392	4.882736841	1.48809032	14.58887243	3.307005013	3.072980356	0.575833458	0.615481309	0.575833458	0.615481309	12.82432432	3.574118842	3.959462033	4.905400259	0	0	3	1	452.3233	8680.9504	73.152	89.662	138.938	152.654	157.6431	1.758192991	1.7025	1.8993	1.7043	0.2569	0.9583	0.2681	0.0907	0.1882	0.3843	0.0426	63.5087	58.654	0.0012	80.8305	152.2806	0.0023	0.0343	0.3732	0.0709	0.6191	0.6819	0.6233	0.7633	0.8842	1.5583	0.4761	13.083	0.46665641	8.988954869	NA	NA	NA	1.693668221	0.538295631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1007	ANN1007	21	0.636363636	33	53	25.5	139.8	6.657142857	30	24	33	16	22.81937119	5.239	43.765	8.353021362	4.780373369	5.280991338	1.346561412	15.29633168	3.959254442	3.202429131	0.436461387	0.491728238	0.436461387	0.491728238	13.14754463	3.736844327	4.351288076	4.444968474	0	2	3	1	559.7297	8317.6608	70.612	107.696	130.302	138.938	180.8602	1.679358565	1.2901	1.8453	2.1951	0.1763	1.4065	0.1253	0.1551	0.1807	0.322	0.0912	45.7131	62.7033	0.0009	6.2351	208.6952	0.0136	0.0332	0.6386	0.1211	0.8638	0.7888	0.707	0.9279	0.8428	1.7232	0.4733	10.3389	0.472774398	8.378433191	3.099651324	0.989127582	3.130008489	1.836590211	0.573420186	12.810125	9.10305	2.5082375	2.6022	4.5508375	4.6500625	4.8046875	1.846394397	1.7887625	1.815875	1.8822875	0.7260625	0.4651	1.5773	0.0516625	0.184275	0.4587625	0.0180375	119.9676	125.0279625	0.0064625	115.155075	76.957875	0.001675	0.035325	0.2293	0.0454625	0.18745	0.3905	0.7216375	0.8357125	0.8529	1.638475	0.4075375	13.8894125
ANN1008	ANN1008	22	0.785714286	28	56	31	148.3	6.740909091	34	32	25	16	27.51070374	6.338	42.664	6.731750845	5.490045931	6.548507029	1.389132672	18.58164399	4.415778052	3.237402376	0.532190924	0.562825248	0.532190924	0.562825248	14.22638515	3.751733409	4.922530868	4.38132341	0	0	3	1	527.6429	12145.9757	93.98	110.998	156.464	162.306	177.156	1.596028757	1.4622	1.6649	1.8247	0.273	1.0054	0.2715	0.0836	0.1429	0.4194	0.0904	65.6051	75.0529	0.0011	316.4665	11.3063	0.0076	0.0372	0.4266	0.0556	0.6888	0.688	0.7618	0.8804	0.882	1.5677	0.3715	9.817	0.459746904	10.04650383	3.395592446	1.282493977	2.639582568	1.848142095	0.570477867	13.4975875	10.4271125	2.5863	2.7238875	5.07075	5.1038125	5.2090875	1.912372482	1.8783875	1.9660375	1.9905625	0.781075	0.457225	1.712425	0.06085	0.202925	0.4514625	0.009525	118.6947625	124.8810375	0.0039125	93.5588375	70.351	0	0	0.286425	0.03105	0.262175	0.3473625	0.7770125	0.876975	0.8792375	1.922275	0.3850625	15.6901375
ANN1009	ANN1009	20	0.833333333	24	47	33.2	131.5	6.575	52	40	21.5	20	25.80739838	5.827	43.238	7.419717713	4.448433283	5.065935911	1.540653483	14.41022654	3.300772837	3.240159975	0.58928797	0.704069729	0.58928797	0.704069729	13.59022258	3.362581732	4.34762409	4.894974395	0	3	4	1	610.9144	15009.5829	101.346	122.936	172.72	195.326	208.853	1.698875838	1.5888	1.7043	2.0664	0.1805	0.9549	0.189	0.1014	0.1858	0.3643	0.0662	47.2139	55.2233	0.0012	346.7105	146.7012	0.0083	0.0243	0.4191	0.1864	0.9167	0.6507	0.6953	0.8585	0.887	1.6688	0.4231	11.897	0.463633946	8.891920131	3.779443075	0.91377005	4.176408208	1.618998995	0.499853391	14.14325	10.49295	2.4593	2.5955625	5.462325	5.4927625	5.58295	2.15095957	2.116225	2.2214875	2.2287375	0.75255	0.4412375	1.707275	0.0636125	0.236025	0.4402125	0.0094875	127.6641125	109.9499875	0.001475	84.8107375	63.37075	0.0021375	0.0959625	0.2640875	0.0332375	0.2761875	0.3696125	0.748875	0.86185	0.8587875	2.0766	0.392075	19.4845625
ANN1010	ANN1010	20	0.769230769	26	51	35.1	135.6	6.78	46	38	13	18	22.77957452	5.259	43.175	8.209358514	4.42598542	4.820076588	1.81520222	13.97291076	2.659912566	3.153393628	0.519258928	0.547755602	0.519258928	0.547755602	13.35135281	2.653927693	4.609624531	4.132103752	0	0	3	1	486.0181	9262.175	73.66	92.964	165.354	167.894	179.9379	1.93556538	1.806	2.2448	2.4344	0.2345	0.7	0.335	0.0915	0.2154	0.3413	0.1113	42.5739	45.1891	0.004	70.5919	136.925	0.0035	0.0812	0.3404	0.0645	0.6349	0.7166	0.6909	0.7716	0.8906	1.9655	0.4212	14.902	0.475531529	7.779406101	3.318795478	1.120182769	2.988990169	1.795375412	0.57000376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1011	ANN1011	20	0.909090909	22	50	37.7	124.3	6.215	54	43	22.5	17	23.17203352	6.416	44.11	6.87518889	5.510759684	6.089889491	1.904510337	17.01490884	3.203385357	3.093021795	0.762182916	0.778719012	0.881091458	0.889359506	15.05802665	3.272183638	5.147090227	4.763846202	2	0	4	0	626.2658	13551.0052	91.44	120.65	186.944	189.992	216.5669	1.795001243	1.5747	2.0444	2.2046	0.1806	1.0278	0.1757	0.1146	0.1957	0.3522	0.1519	42.8288	43.4508	0.0025	138.5021	192.1278	0.003	0.0645	0.4881	0.0772	1.0032	0.7321	0.7604	0.8806	0.8659	1.9452	0.3798	12.3002	0.448289688	8.28105894	3.678980411	1.284014914	2.892737794	2.054867146	0.66507094	14.74195	12.392725	2.8151875	2.94215	5.461	5.58405	5.6141	1.908162398	1.9172875	1.9643875	1.983675	0.7546	0.493025	1.531625	0.0580375	0.20375	0.46715	0.0159875	93.7342875	130.6650875	0.004525	63.3606375	76.540675	0.0057625	0.034875	0.2571125	0.0424	0.24585	0.359675	0.767375	0.879975	0.8799125	1.9292625	0.3922375	16.0933125
ANN1012	ANN1012	19	0.791666667	24	49	33.2	101.7	5.352631579	39	31	11	18	30.59324556	6.014	42.072	6.995766227	4.872156621	4.884633523	1.271877642	13.92022835	3.965477006	2.860838154	1	1	1	1	12.10895621	3.677099687	4.09072119	3.927513832	NA	1	0	0	455.2287	6204.3102	64.262	85.09	107.696	128.778	158.8419	1.866751675	1.5134	1.6759	2.0686	0.1502	1.0158	0.1479	0.1241	0.1923	0.3299	0.0671	29.5056	57.4119	0.0008	160.388	103.552	0	0	0.4354	0.1258	0.715	0.7064	0.6601	0.8721	0.8978	1.4153	0.3562	12.1022	0.473912366	10.10497069	3.949425101	0.971639304	4.068270355	1.377211375	0.482544008	14.6122875	11.934375	2.6987625	2.8006125	5.5245	5.55625	5.6738625	2.025936291	1.994225	2.0596625	2.105475	0.7677625	0.475075	1.62015	0.0572625	0.214475	0.485325	0	151.86565	118.2694875	0	94.728475	74.2240375	0	0	0.2496875	0.0227875	0.2349875	0.3863125	0.7565125	0.8834875	0.845175	1.9479625	0.402275	17.370825
ANN1013	ANN1013	21	0.807692308	26	57	38.1	136.5	6.5	46	44	18	20	19.45631343	2.517	39.977	15.88433389	4.685970661	5.368091209	1.606333916	14.82402557	3.344452582	3.173019301	0.43234826	0.437061803	0.43234826	0.437061803	14.10781441	3.938972773	4.546579219	5.014655971	0	2	2	0	904.5916	19969.9601	116.332	146.304	195.58	259.842	286.8958	1.960956638	1.776	1.6812	1.8792	0.1747	0.1004	1.7391	0.1088	0.1962	0.2977	0.0635	24.0997	50.5888	0.0008	32.8141	111.5017	0.001	0.0337	0.2263	0.2704	0.8359	0.6164	0.4403	0.6073	0.8671	1.0274	0.4999	13.7677	0.49213823	9.187712367	4.105790136	1.256999848	3.303820221	1.630462976	0.513225712	15.0639125	11.6201375	2.54795	2.641875	5.6792625	5.7454375	5.8488625	2.213905843	2.17845	2.2339	2.279775	0.7415625	0.479575	1.5499625	0.0595125	0.239275	0.472225	0.0047875	140.7166	105.06065	0.0006875	104.1924125	66.534225	0.000975	0.0600625	0.2396125	0.0345625	0.23155	0.3912125	0.6681625	0.869425	0.750175	1.8241875	0.4561625	20.4110375
