sv_name	sv_species_name	trait	pvalue
pet16.02	petfal_pet16.02	Leaf_circular	0.0843
pet17.01	petfal_pet17.01	Leaf_circular	0.0146
pet17.03	petfal_pet17.03	Leaf_circular	0.644
pet01.01	petfal_pet01.01	Leaf_curved_height	0.665
pet05.01	petfal_pet05.01	Leaf_curved_height	0.32
pet06.01	petfal_pet06.01	Leaf_curved_height	0.956
pet07.01	petfal_pet07.01	Leaf_curved_height	0.0724
pet08.01	petfal_pet08.01	Leaf_curved_height	0.87
pet09.01	petfal_pet09.01	Leaf_curved_height	0.0488
pet10.01	petfal_pet10.01	Leaf_curved_height	0.0338
pet11.01	petfal_pet11.01	Leaf_curved_height	0.174
pet14.01	petfal_pet14.01	Leaf_curved_height	0.00995
pet16.01	petfal_pet16.01	Leaf_curved_height	0.731
pet16.02	petfal_pet16.02	Leaf_curved_height	0.105
pet17.01	petfal_pet17.01	Leaf_curved_height	0.207
pet17.03	petfal_pet17.03	Leaf_curved_height	0.0243
pet01.01	petfal_pet01.01	Leaf_curved_shape_index	0.00164
pet05.01	petfal_pet05.01	Leaf_curved_shape_index	0.665
pet06.01	petfal_pet06.01	Leaf_curved_shape_index	0.545
pet07.01	petfal_pet07.01	Leaf_curved_shape_index	0.21
pet08.01	petfal_pet08.01	Leaf_curved_shape_index	0.628
pet09.01	petfal_pet09.01	Leaf_curved_shape_index	0.705
pet10.01	petfal_pet10.01	Leaf_curved_shape_index	0.951
pet11.01	petfal_pet11.01	Leaf_curved_shape_index	0.316
pet14.01	petfal_pet14.01	Leaf_curved_shape_index	0.606
pet16.01	petfal_pet16.01	Leaf_curved_shape_index	0.276
pet16.02	petfal_pet16.02	Leaf_curved_shape_index	0.255
pet17.01	petfal_pet17.01	Leaf_curved_shape_index	0.0382
pet17.03	petfal_pet17.03	Leaf_curved_shape_index	0.677
pet01.01	petfal_pet01.01	Leaf_curvedHeight_maxWidth	0.0395
pet05.01	petfal_pet05.01	Leaf_curvedHeight_maxWidth	0.442
pet06.01	petfal_pet06.01	Leaf_curvedHeight_maxWidth	0.768
pet07.01	petfal_pet07.01	Leaf_curvedHeight_maxWidth	0.17
pet08.01	petfal_pet08.01	Leaf_curvedHeight_maxWidth	0.139
pet09.01	petfal_pet09.01	Leaf_curvedHeight_maxWidth	0.979
pet10.01	petfal_pet10.01	Leaf_curvedHeight_maxWidth	0.977
pet11.01	petfal_pet11.01	Leaf_curvedHeight_maxWidth	0.471
pet14.01	petfal_pet14.01	Leaf_curvedHeight_maxWidth	0.898
pet16.01	petfal_pet16.01	Leaf_curvedHeight_maxWidth	0.467
pet16.02	petfal_pet16.02	Leaf_curvedHeight_maxWidth	0.434
pet17.01	petfal_pet17.01	Leaf_curvedHeight_maxWidth	0.00628
pet17.03	petfal_pet17.03	Leaf_curvedHeight_maxWidth	0.988
pet01.01	petfal_pet01.01	Leaf_distal_eccentricity	0.62
pet05.01	petfal_pet05.01	Leaf_distal_eccentricity	0.329
pet06.01	petfal_pet06.01	Leaf_distal_eccentricity	0.252
pet07.01	petfal_pet07.01	Leaf_distal_eccentricity	0.735
pet08.01	petfal_pet08.01	Leaf_distal_eccentricity	0.556
pet09.01	petfal_pet09.01	Leaf_distal_eccentricity	0.696
pet10.01	petfal_pet10.01	Leaf_distal_eccentricity	0.132
pet11.01	petfal_pet11.01	Leaf_distal_eccentricity	0.354
pet14.01	petfal_pet14.01	Leaf_distal_eccentricity	0.51
pet16.01	petfal_pet16.01	Leaf_distal_eccentricity	0.581
pet16.02	petfal_pet16.02	Leaf_distal_eccentricity	0.338
pet17.01	petfal_pet17.01	Leaf_distal_eccentricity	0.878
pet17.03	petfal_pet17.03	Leaf_distal_eccentricity	0.755
pet01.01	petfal_pet01.01	Leaf_eccentricity_area_index	0.14
pet05.01	petfal_pet05.01	Leaf_eccentricity_area_index	0.672
pet06.01	petfal_pet06.01	Leaf_eccentricity_area_index	0.757
pet07.01	petfal_pet07.01	Leaf_eccentricity_area_index	0.691
pet08.01	petfal_pet08.01	Leaf_eccentricity_area_index	0.716
pet09.01	petfal_pet09.01	Leaf_eccentricity_area_index	0.0378
pet10.01	petfal_pet10.01	Leaf_eccentricity_area_index	0.449
pet11.01	petfal_pet11.01	Leaf_eccentricity_area_index	0.204
pet14.01	petfal_pet14.01	Leaf_eccentricity_area_index	0.0849
pet16.01	petfal_pet16.01	Leaf_eccentricity_area_index	0.0724
pet16.02	petfal_pet16.02	Leaf_eccentricity_area_index	0.0631
pet17.01	petfal_pet17.01	Leaf_eccentricity_area_index	0.573
pet17.03	petfal_pet17.03	Leaf_eccentricity_area_index	0.756
pet01.01	petfal_pet01.01	Leaf_eccentricity	0.466
pet05.01	petfal_pet05.01	Leaf_eccentricity	0.75
pet06.01	petfal_pet06.01	Leaf_eccentricity	0.289
pet07.01	petfal_pet07.01	Leaf_eccentricity	0.345
pet08.01	petfal_pet08.01	Leaf_eccentricity	0.802
pet09.01	petfal_pet09.01	Leaf_eccentricity	0.0588
pet10.01	petfal_pet10.01	Leaf_eccentricity	0.85
pet11.01	petfal_pet11.01	Leaf_eccentricity	0.866
pet14.01	petfal_pet14.01	Leaf_eccentricity	0.395
pet16.01	petfal_pet16.01	Leaf_eccentricity	0.829
pet16.02	petfal_pet16.02	Leaf_eccentricity	0.593
pet17.01	petfal_pet17.01	Leaf_eccentricity	0.885
pet17.03	petfal_pet17.03	Leaf_eccentricity	0.241
pet01.01	petfal_pet01.01	Leaf_ellipsoid	0.637
pet05.01	petfal_pet05.01	Leaf_ellipsoid	0.979
pet06.01	petfal_pet06.01	Leaf_ellipsoid	0.561
pet07.01	petfal_pet07.01	Leaf_ellipsoid	0.827
pet08.01	petfal_pet08.01	Leaf_ellipsoid	0.976
pet09.01	petfal_pet09.01	Leaf_ellipsoid	0.512
pet10.01	petfal_pet10.01	Leaf_ellipsoid	0.255
pet11.01	petfal_pet11.01	Leaf_ellipsoid	0.0444
pet14.01	petfal_pet14.01	Leaf_ellipsoid	0.302
pet16.01	petfal_pet16.01	Leaf_ellipsoid	0.0175
pet16.02	petfal_pet16.02	Leaf_ellipsoid	0.138
pet17.01	petfal_pet17.01	Leaf_ellipsoid	0.7
pet17.03	petfal_pet17.03	Leaf_ellipsoid	0.232
pet01.01	petfal_pet01.01	Leaf_height_mid-width	0.711
pet05.01	petfal_pet05.01	Leaf_height_mid-width	0.714
pet06.01	petfal_pet06.01	Leaf_height_mid-width	0.811
pet07.01	petfal_pet07.01	Leaf_height_mid-width	0.124
pet08.01	petfal_pet08.01	Leaf_height_mid-width	0.925
pet09.01	petfal_pet09.01	Leaf_height_mid-width	0.0865
pet10.01	petfal_pet10.01	Leaf_height_mid-width	0.0546
pet11.01	petfal_pet11.01	Leaf_height_mid-width	0.274
pet14.01	petfal_pet14.01	Leaf_height_mid-width	0.0306
pet16.01	petfal_pet16.01	Leaf_height_mid-width	0.702
pet16.02	petfal_pet16.02	Leaf_height_mid-width	0.155
pet17.01	petfal_pet17.01	Leaf_height_mid-width	0.27
pet17.03	petfal_pet17.03	Leaf_height_mid-width	0.0284
pet01.01	petfal_pet01.01	Leaf_maximum_height	0.801
pet05.01	petfal_pet05.01	Leaf_maximum_height	0.496
pet06.01	petfal_pet06.01	Leaf_maximum_height	0.924
pet07.01	petfal_pet07.01	Leaf_maximum_height	0.0843
pet08.01	petfal_pet08.01	Leaf_maximum_height	0.914
pet09.01	petfal_pet09.01	Leaf_maximum_height	0.0799
pet10.01	petfal_pet10.01	Leaf_maximum_height	0.0506
pet11.01	petfal_pet11.01	Leaf_maximum_height	0.242
pet14.01	petfal_pet14.01	Leaf_maximum_height	0.0196
pet16.01	petfal_pet16.01	Leaf_maximum_height	0.758
pet16.02	petfal_pet16.02	Leaf_maximum_height	0.137
pet17.01	petfal_pet17.01	Leaf_maximum_height	0.225
pet17.03	petfal_pet17.03	Leaf_maximum_height	0.0262
pet01.01	petfal_pet01.01	Leaf_maximum_width	0.0346
pet05.01	petfal_pet05.01	Leaf_maximum_width	0.21
pet06.01	petfal_pet06.01	Leaf_maximum_width	0.624
pet07.01	petfal_pet07.01	Leaf_maximum_width	0.0378
pet08.01	petfal_pet08.01	Leaf_maximum_width	0.172
pet09.01	petfal_pet09.01	Leaf_maximum_width	0.0372
pet10.01	petfal_pet10.01	Leaf_maximum_width	0.0314
pet11.01	petfal_pet11.01	Leaf_maximum_width	0.0887
pet14.01	petfal_pet14.01	Leaf_maximum_width	0.0144
pet16.01	petfal_pet16.01	Leaf_maximum_width	0.215
pet16.02	petfal_pet16.02	Leaf_maximum_width	0.00574
pet17.01	petfal_pet17.01	Leaf_maximum_width	0.00229
pet17.03	petfal_pet17.03	Leaf_maximum_width	0.0225
pet01.01	petfal_pet01.01	Leaf_obovoid	0.939
pet05.01	petfal_pet05.01	Leaf_obovoid	0.265
pet06.01	petfal_pet06.01	Leaf_obovoid	0.454
pet07.01	petfal_pet07.01	Leaf_obovoid	0.91
pet08.01	petfal_pet08.01	Leaf_obovoid	0.462
pet09.01	petfal_pet09.01	Leaf_obovoid	0.707
pet10.01	petfal_pet10.01	Leaf_obovoid	0.451
pet11.01	petfal_pet11.01	Leaf_obovoid	0.218
pet14.01	petfal_pet14.01	Leaf_obovoid	0.566
pet16.01	petfal_pet16.01	Leaf_obovoid	0.0247
pet16.02	petfal_pet16.02	Leaf_obovoid	0.219
pet17.01	petfal_pet17.01	Leaf_obovoid	0.881
pet17.03	petfal_pet17.03	Leaf_obovoid	0.233
pet01.01	petfal_pet01.01	Leaf_perimeter	0.326
pet05.01	petfal_pet05.01	Leaf_perimeter	0.271
pet06.01	petfal_pet06.01	Leaf_perimeter	0.974
pet07.01	petfal_pet07.01	Leaf_perimeter	0.0463
pet08.01	petfal_pet08.01	Leaf_perimeter	0.66
pet09.01	petfal_pet09.01	Leaf_perimeter	0.0696
pet10.01	petfal_pet10.01	Leaf_perimeter	0.0401
pet11.01	petfal_pet11.01	Leaf_perimeter	0.174
pet14.01	petfal_pet14.01	Leaf_perimeter	0.0232
pet16.01	petfal_pet16.01	Leaf_perimeter	0.63
pet16.02	petfal_pet16.02	Leaf_perimeter	0.0517
pet17.01	petfal_pet17.01	Leaf_perimeter	0.045
pet17.03	petfal_pet17.03	Leaf_perimeter	0.0107
pet01.01	petfal_pet01.01	Leaf_proximal_eccentricity	0.586
pet05.01	petfal_pet05.01	Leaf_proximal_eccentricity	0.513
pet06.01	petfal_pet06.01	Leaf_proximal_eccentricity	0.318
pet07.01	petfal_pet07.01	Leaf_proximal_eccentricity	0.208
pet08.01	petfal_pet08.01	Leaf_proximal_eccentricity	0.759
pet09.01	petfal_pet09.01	Leaf_proximal_eccentricity	0.0307
pet10.01	petfal_pet10.01	Leaf_proximal_eccentricity	0.983
pet11.01	petfal_pet11.01	Leaf_proximal_eccentricity	0.769
pet14.01	petfal_pet14.01	Leaf_proximal_eccentricity	0.32
pet16.01	petfal_pet16.01	Leaf_proximal_eccentricity	0.972
pet16.02	petfal_pet16.02	Leaf_proximal_eccentricity	0.596
pet17.01	petfal_pet17.01	Leaf_proximal_eccentricity	0.785
pet17.03	petfal_pet17.03	Leaf_proximal_eccentricity	0.167
pet01.01	petfal_pet01.01	Leaf_rectangular	0.602
pet05.01	petfal_pet05.01	Leaf_rectangular	0.799
pet06.01	petfal_pet06.01	Leaf_rectangular	0.891
pet07.01	petfal_pet07.01	Leaf_rectangular	0.756
pet08.01	petfal_pet08.01	Leaf_rectangular	0.564
pet09.01	petfal_pet09.01	Leaf_rectangular	0.286
pet10.01	petfal_pet10.01	Leaf_rectangular	0.514
pet11.01	petfal_pet11.01	Leaf_rectangular	0.19
pet14.01	petfal_pet14.01	Leaf_rectangular	0.752
pet16.01	petfal_pet16.01	Leaf_rectangular	0.841
pet16.02	petfal_pet16.02	Leaf_rectangular	0.956
pet17.01	petfal_pet17.01	Leaf_rectangular	0.393
pet17.03	petfal_pet17.03	Leaf_rectangular	0.552
pet01.01	petfal_pet01.01	Leaf_shape_index_external_I	0.0345
pet05.01	petfal_pet05.01	Leaf_shape_index_external_I	0.343
pet06.01	petfal_pet06.01	Leaf_shape_index_external_I	0.752
pet07.01	petfal_pet07.01	Leaf_shape_index_external_I	0.197
pet08.01	petfal_pet08.01	Leaf_shape_index_external_I	0.152
pet09.01	petfal_pet09.01	Leaf_shape_index_external_I	0.885
pet10.01	petfal_pet10.01	Leaf_shape_index_external_I	0.927
pet11.01	petfal_pet11.01	Leaf_shape_index_external_I	0.424
pet14.01	petfal_pet14.01	Leaf_shape_index_external_I	0.816
pet16.01	petfal_pet16.01	Leaf_shape_index_external_I	0.472
pet16.02	petfal_pet16.02	Leaf_shape_index_external_I	0.415
pet17.01	petfal_pet17.01	Leaf_shape_index_external_I	0.00827
pet17.03	petfal_pet17.03	Leaf_shape_index_external_I	0.957
pet01.01	petfal_pet01.01	Leaf_shape_index_external_II	0.0038
pet05.01	petfal_pet05.01	Leaf_shape_index_external_II	0.53
pet06.01	petfal_pet06.01	Leaf_shape_index_external_II	0.531
pet07.01	petfal_pet07.01	Leaf_shape_index_external_II	0.201
pet08.01	petfal_pet08.01	Leaf_shape_index_external_II	0.234
pet09.01	petfal_pet09.01	Leaf_shape_index_external_II	0.603
pet10.01	petfal_pet10.01	Leaf_shape_index_external_II	0.737
pet11.01	petfal_pet11.01	Leaf_shape_index_external_II	0.262
pet14.01	petfal_pet14.01	Leaf_shape_index_external_II	0.556
pet16.01	petfal_pet16.01	Leaf_shape_index_external_II	0.156
pet16.02	petfal_pet16.02	Leaf_shape_index_external_II	0.179
pet17.01	petfal_pet17.01	Leaf_shape_index_external_II	0.0124
pet17.03	petfal_pet17.03	Leaf_shape_index_external_II	0.554
pet01.01	petfal_pet01.01	Leaf_shape_index_internal	0.0592
pet05.01	petfal_pet05.01	Leaf_shape_index_internal	0.907
pet06.01	petfal_pet06.01	Leaf_shape_index_internal	0.331
pet07.01	petfal_pet07.01	Leaf_shape_index_internal	0.0556
pet08.01	petfal_pet08.01	Leaf_shape_index_internal	0.638
pet09.01	petfal_pet09.01	Leaf_shape_index_internal	0.458
pet10.01	petfal_pet10.01	Leaf_shape_index_internal	0.758
pet11.01	petfal_pet11.01	Leaf_shape_index_internal	0.459
pet14.01	petfal_pet14.01	Leaf_shape_index_internal	0.75
pet16.01	petfal_pet16.01	Leaf_shape_index_internal	0.408
pet16.02	petfal_pet16.02	Leaf_shape_index_internal	0.591
pet17.01	petfal_pet17.01	Leaf_shape_index_internal	0.0421
pet17.03	petfal_pet17.03	Leaf_shape_index_internal	0.139
pet01.01	petfal_pet01.01	Leaf_total_C	0.00733
pet05.01	petfal_pet05.01	Leaf_total_C	0.0516
pet06.01	petfal_pet06.01	Leaf_total_C	0.867
pet07.01	petfal_pet07.01	Leaf_total_C	0.276
pet08.01	petfal_pet08.01	Leaf_total_C	0.642
pet09.01	petfal_pet09.01	Leaf_total_C	0.0976
pet10.01	petfal_pet10.01	Leaf_total_C	0.39
pet11.01	petfal_pet11.01	Leaf_total_C	0.747
pet14.01	petfal_pet14.01	Leaf_total_C	0.496
pet16.01	petfal_pet16.01	Leaf_total_C	0.116
pet16.02	petfal_pet16.02	Leaf_total_C	0.311
pet17.01	petfal_pet17.01	Leaf_total_C	0.505
pet17.03	petfal_pet17.03	Leaf_total_C	0.626
pet01.01	petfal_pet01.01	Leaf_total_N	0.881
pet05.01	petfal_pet05.01	Leaf_total_N	0.68
pet06.01	petfal_pet06.01	Leaf_total_N	0.144
pet07.01	petfal_pet07.01	Leaf_total_N	0.58
pet08.01	petfal_pet08.01	Leaf_total_N	0.6
pet09.01	petfal_pet09.01	Leaf_total_N	0.0432
pet10.01	petfal_pet10.01	Leaf_total_N	0.00767
pet11.01	petfal_pet11.01	Leaf_total_N	9.62e-4
pet14.01	petfal_pet14.01	Leaf_total_N	0.0227
pet16.01	petfal_pet16.01	Leaf_total_N	0.268
pet16.02	petfal_pet16.02	Leaf_total_N	0.157
pet17.01	petfal_pet17.01	Leaf_total_N	0.995
pet17.03	petfal_pet17.03	Leaf_total_N	0.316
pet01.01	petfal_pet01.01	Leaf_width_mid-height	0.00508
pet05.01	petfal_pet05.01	Leaf_width_mid-height	0.519
pet06.01	petfal_pet06.01	Leaf_width_mid-height	0.945
pet07.01	petfal_pet07.01	Leaf_width_mid-height	0.0722
pet08.01	petfal_pet08.01	Leaf_width_mid-height	0.265
pet09.01	petfal_pet09.01	Leaf_width_mid-height	0.0155
pet10.01	petfal_pet10.01	Leaf_width_mid-height	0.0122
pet11.01	petfal_pet11.01	Leaf_width_mid-height	0.0371
pet14.01	petfal_pet14.01	Leaf_width_mid-height	0.00699
pet16.01	petfal_pet16.01	Leaf_width_mid-height	0.0372
pet16.02	petfal_pet16.02	Leaf_width_mid-height	7.31e-4
pet17.01	petfal_pet17.01	Leaf_width_mid-height	0.00289
pet17.03	petfal_pet17.03	Leaf_width_mid-height	0.00671
pet01.01	petfal_pet01.01	Leaf_width_widest_pos	0.132
pet05.01	petfal_pet05.01	Leaf_width_widest_pos	0.423
pet06.01	petfal_pet06.01	Leaf_width_widest_pos	0.264
pet07.01	petfal_pet07.01	Leaf_width_widest_pos	0.686
pet08.01	petfal_pet08.01	Leaf_width_widest_pos	0.523
pet09.01	petfal_pet09.01	Leaf_width_widest_pos	0.635
pet10.01	petfal_pet10.01	Leaf_width_widest_pos	0.769
pet11.01	petfal_pet11.01	Leaf_width_widest_pos	0.846
pet14.01	petfal_pet14.01	Leaf_width_widest_pos	0.997
pet16.01	petfal_pet16.01	Leaf_width_widest_pos	0.0286
pet16.02	petfal_pet16.02	Leaf_width_widest_pos	0.0981
pet17.01	petfal_pet17.01	Leaf_width_widest_pos	0.561
pet17.03	petfal_pet17.03	Leaf_width_widest_pos	0.37
pet01.01	petfal_pet01.01	Ligule_length	0.225
pet05.01	petfal_pet05.01	Ligule_length	0.276
pet06.01	petfal_pet06.01	Ligule_length	0.564
pet07.01	petfal_pet07.01	Ligule_length	0.0949
pet08.01	petfal_pet08.01	Ligule_length	0.00212
pet09.01	petfal_pet09.01	Ligule_length	0.0482
pet10.01	petfal_pet10.01	Ligule_length	0.0546
pet11.01	petfal_pet11.01	Ligule_length	0.0467
pet14.01	petfal_pet14.01	Ligule_length	0.0165
pet16.01	petfal_pet16.01	Ligule_length	0.613
pet16.02	petfal_pet16.02	Ligule_length	0.114
pet17.01	petfal_pet17.01	Ligule_length	2.34e-4
pet17.03	petfal_pet17.03	Ligule_length	0.00605
pet01.01	petfal_pet01.01	Ligule_LW_ratio	0.479
pet05.01	petfal_pet05.01	Ligule_LW_ratio	0.0567
pet06.01	petfal_pet06.01	Ligule_LW_ratio	0.538
pet07.01	petfal_pet07.01	Ligule_LW_ratio	0.757
pet08.01	petfal_pet08.01	Ligule_LW_ratio	0.617
pet09.01	petfal_pet09.01	Ligule_LW_ratio	0.32
pet10.01	petfal_pet10.01	Ligule_LW_ratio	0.7
pet11.01	petfal_pet11.01	Ligule_LW_ratio	0.773
pet14.01	petfal_pet14.01	Ligule_LW_ratio	0.0754
pet16.01	petfal_pet16.01	Ligule_LW_ratio	0.0804
pet16.02	petfal_pet16.02	Ligule_LW_ratio	0.0196
pet17.01	petfal_pet17.01	Ligule_LW_ratio	0.0708
pet17.03	petfal_pet17.03	Ligule_LW_ratio	0.0749
pet01.01	petfal_pet01.01	Ligule_width	0.0454
pet05.01	petfal_pet05.01	Ligule_width	0.212
pet06.01	petfal_pet06.01	Ligule_width	0.356
pet07.01	petfal_pet07.01	Ligule_width	0.235
pet08.01	petfal_pet08.01	Ligule_width	0.0365
pet09.01	petfal_pet09.01	Ligule_width	0.649
pet10.01	petfal_pet10.01	Ligule_width	0.147
pet11.01	petfal_pet11.01	Ligule_width	0.142
pet14.01	petfal_pet14.01	Ligule_width	0.79
pet16.01	petfal_pet16.01	Ligule_width	0.193
pet16.02	petfal_pet16.02	Ligule_width	0.0049
pet17.01	petfal_pet17.01	Ligule_width	0.0598
pet17.03	petfal_pet17.03	Ligule_width	1.63e-4
pet01.01	petfal_pet01.01	Ligules_number	0.00408
pet05.01	petfal_pet05.01	Ligules_number	0.142
pet06.01	petfal_pet06.01	Ligules_number	0.0916
pet07.01	petfal_pet07.01	Ligules_number	0.509
pet08.01	petfal_pet08.01	Ligules_number	0.875
pet09.01	petfal_pet09.01	Ligules_number	3.41e-5
pet10.01	petfal_pet10.01	Ligules_number	0.425
pet11.01	petfal_pet11.01	Ligules_number	3.48e-4
pet14.01	petfal_pet14.01	Ligules_number	1.27e-5
pet16.01	petfal_pet16.01	Ligules_number	0.583
pet16.02	petfal_pet16.02	Ligules_number	0.809
pet17.01	petfal_pet17.01	Ligules_number	0.00321
pet17.03	petfal_pet17.03	Ligules_number	0.145
pet01.01	petfal_pet01.01	LIR	0.097
pet05.01	petfal_pet05.01	LIR	0.0341
pet06.01	petfal_pet06.01	LIR	0.0465
pet07.01	petfal_pet07.01	LIR	0.7
pet08.01	petfal_pet08.01	LIR	0.00833
pet09.01	petfal_pet09.01	LIR	0.047
pet10.01	petfal_pet10.01	LIR	4.43e-5
pet11.01	petfal_pet11.01	LIR	0.447
pet14.01	petfal_pet14.01	LIR	0.0334
pet16.01	petfal_pet16.01	LIR	0.674
pet16.02	petfal_pet16.02	LIR	5.93e-4
pet17.01	petfal_pet17.01	LIR	0.646
pet17.03	petfal_pet17.03	LIR	0.506
pet01.01	petfal_pet01.01	Peduncle_length_of_first_flower	0.699
pet05.01	petfal_pet05.01	Peduncle_length_of_first_flower	0.805
pet06.01	petfal_pet06.01	Peduncle_length_of_first_flower	0.294
pet07.01	petfal_pet07.01	Peduncle_length_of_first_flower	0.103
pet08.01	petfal_pet08.01	Peduncle_length_of_first_flower	0.645
pet09.01	petfal_pet09.01	Peduncle_length_of_first_flower	0.503
pet10.01	petfal_pet10.01	Peduncle_length_of_first_flower	0.757
pet11.01	petfal_pet11.01	Peduncle_length_of_first_flower	0.954
pet14.01	petfal_pet14.01	Peduncle_length_of_first_flower	0.852
pet16.01	petfal_pet16.01	Peduncle_length_of_first_flower	0.548
pet16.02	petfal_pet16.02	Peduncle_length_of_first_flower	0.483
pet17.01	petfal_pet17.01	Peduncle_length_of_first_flower	0.219
pet17.03	petfal_pet17.03	Peduncle_length_of_first_flower	0.0769
pet01.01	petfal_pet01.01	Plant_height_at_flowering	0.00203
pet05.01	petfal_pet05.01	Plant_height_at_flowering	0.0158
pet06.01	petfal_pet06.01	Plant_height_at_flowering	0.0305
pet07.01	petfal_pet07.01	Plant_height_at_flowering	0.00699
pet08.01	petfal_pet08.01	Plant_height_at_flowering	0.0453
pet09.01	petfal_pet09.01	Plant_height_at_flowering	2.48e-14
pet10.01	petfal_pet10.01	Plant_height_at_flowering	5.17e-11
pet11.01	petfal_pet11.01	Plant_height_at_flowering	2.39e-11
pet14.01	petfal_pet14.01	Plant_height_at_flowering	3.67e-18
pet16.01	petfal_pet16.01	Plant_height_at_flowering	0.246
pet16.02	petfal_pet16.02	Plant_height_at_flowering	0.0179
pet17.01	petfal_pet17.01	Plant_height_at_flowering	0.262
pet17.03	petfal_pet17.03	Plant_height_at_flowering	0.0241
pet01.01	petfal_pet01.01	Primary_branches	0.0104
pet05.01	petfal_pet05.01	Primary_branches	0.0448
pet06.01	petfal_pet06.01	Primary_branches	0.134
pet07.01	petfal_pet07.01	Primary_branches	0.0268
pet08.01	petfal_pet08.01	Primary_branches	0.635
pet09.01	petfal_pet09.01	Primary_branches	7.31e-8
pet10.01	petfal_pet10.01	Primary_branches	0.00414
pet11.01	petfal_pet11.01	Primary_branches	1.35e-5
pet14.01	petfal_pet14.01	Primary_branches	1.59e-6
pet16.01	petfal_pet16.01	Primary_branches	0.69
pet16.02	petfal_pet16.02	Primary_branches	0.692
pet17.01	petfal_pet17.01	Primary_branches	0.769
pet17.03	petfal_pet17.03	Primary_branches	0.0721
pet01.01	petfal_pet01.01	RGB_proportion_blue	0.236
pet05.01	petfal_pet05.01	RGB_proportion_blue	0.359
pet06.01	petfal_pet06.01	RGB_proportion_blue	0.695
pet07.01	petfal_pet07.01	RGB_proportion_blue	0.751
pet08.01	petfal_pet08.01	RGB_proportion_blue	0.19
pet09.01	petfal_pet09.01	RGB_proportion_blue	0.115
pet10.01	petfal_pet10.01	RGB_proportion_blue	0.607
pet11.01	petfal_pet11.01	RGB_proportion_blue	0.123
pet14.01	petfal_pet14.01	RGB_proportion_blue	0.382
pet16.01	petfal_pet16.01	RGB_proportion_blue	0.926
pet16.02	petfal_pet16.02	RGB_proportion_blue	0.563
pet17.01	petfal_pet17.01	RGB_proportion_blue	0.537
pet17.03	petfal_pet17.03	RGB_proportion_blue	0.939
pet01.01	petfal_pet01.01	RGB_proportion_green	0.87
pet05.01	petfal_pet05.01	RGB_proportion_green	0.159
pet06.01	petfal_pet06.01	RGB_proportion_green	0.433
pet07.01	petfal_pet07.01	RGB_proportion_green	0.415
pet08.01	petfal_pet08.01	RGB_proportion_green	0.856
pet09.01	petfal_pet09.01	RGB_proportion_green	0.464
pet10.01	petfal_pet10.01	RGB_proportion_green	0.0697
pet11.01	petfal_pet11.01	RGB_proportion_green	0.0118
pet14.01	petfal_pet14.01	RGB_proportion_green	0.0714
pet16.01	petfal_pet16.01	RGB_proportion_green	0.074
pet16.02	petfal_pet16.02	RGB_proportion_green	0.208
pet17.01	petfal_pet17.01	RGB_proportion_green	0.389
pet17.03	petfal_pet17.03	RGB_proportion_green	0.526
pet01.01	petfal_pet01.01	RGB_proportion_red	0.852
pet05.01	petfal_pet05.01	RGB_proportion_red	0.0204
pet06.01	petfal_pet06.01	RGB_proportion_red	0.996
pet07.01	petfal_pet07.01	RGB_proportion_red	0.119
pet08.01	petfal_pet08.01	RGB_proportion_red	0.258
pet09.01	petfal_pet09.01	RGB_proportion_red	0.428
pet10.01	petfal_pet10.01	RGB_proportion_red	0.0171
pet11.01	petfal_pet11.01	RGB_proportion_red	0.0169
pet14.01	petfal_pet14.01	RGB_proportion_red	0.0159
pet16.01	petfal_pet16.01	RGB_proportion_red	0.0829
pet16.02	petfal_pet16.02	RGB_proportion_red	0.047
pet17.01	petfal_pet17.01	RGB_proportion_red	0.884
pet17.03	petfal_pet17.03	RGB_proportion_red	0.551
pet01.01	petfal_pet01.01	Seed_area	0.408
pet05.01	petfal_pet05.01	Seed_area	7.89e-6
pet06.01	petfal_pet06.01	Seed_area	0.391
pet07.01	petfal_pet07.01	Seed_area	0.632
pet08.01	petfal_pet08.01	Seed_area	0.0697
pet09.01	petfal_pet09.01	Seed_area	2.59e-11
pet10.01	petfal_pet10.01	Seed_area	7.43e-5
pet11.01	petfal_pet11.01	Seed_area	1.93e-11
pet14.01	petfal_pet14.01	Seed_area	2.5e-14
pet16.01	petfal_pet16.01	Seed_area	0.126
pet16.02	petfal_pet16.02	Seed_area	0.476
pet17.01	petfal_pet17.01	Seed_area	0.0966
pet17.03	petfal_pet17.03	Seed_area	0.294
pet01.01	petfal_pet01.01	Seed_circular	0.229
pet05.01	petfal_pet05.01	Seed_circular	0.0996
pet06.01	petfal_pet06.01	Seed_circular	0.26
pet07.01	petfal_pet07.01	Seed_circular	0.515
pet08.01	petfal_pet08.01	Seed_circular	0.276
pet09.01	petfal_pet09.01	Seed_circular	0.00127
pet10.01	petfal_pet10.01	Seed_circular	0.00332
pet11.01	petfal_pet11.01	Seed_circular	2.45e-4
pet14.01	petfal_pet14.01	Seed_circular	7.55e-5
pet16.01	petfal_pet16.01	Seed_circular	0.929
pet16.02	petfal_pet16.02	Seed_circular	0.581
pet17.01	petfal_pet17.01	Seed_circular	0.195
pet17.03	petfal_pet17.03	Seed_circular	0.0743
pet01.01	petfal_pet01.01	Seed_curved_height	0.179
