sv_name	sv_species_name	trait	pvalue
pet12.01	petpet_pet12.01	Leaf_distal_eccentricity	0.763
pet13.01	petpet_pet13.01	Leaf_distal_eccentricity	0.327
pet14.02	petpet_pet14.02	Leaf_distal_eccentricity	0.414
pet16.01	petpet_pet16.01	Leaf_distal_eccentricity	0.545
pet17.01	petpet_pet17.01	Leaf_distal_eccentricity	0.972
pet17.02	petpet_pet17.02	Leaf_distal_eccentricity	0.116
pet17.04	petpet_pet17.04	Leaf_distal_eccentricity	0.146
pet05.01	petpet_pet05.01	Leaf_eccentricity_area_index	0.414
pet06.02	petpet_pet06.02	Leaf_eccentricity_area_index	0.879
pet06.03	petpet_pet06.03	Leaf_eccentricity_area_index	0.9
pet07.01	petpet_pet07.01	Leaf_eccentricity_area_index	0.728
pet08.01	petpet_pet08.01	Leaf_eccentricity_area_index	0.419
pet09.01	petpet_pet09.01	Leaf_eccentricity_area_index	0.34
pet11.01	petpet_pet11.01	Leaf_eccentricity_area_index	0.745
pet12.01	petpet_pet12.01	Leaf_eccentricity_area_index	0.574
pet13.01	petpet_pet13.01	Leaf_eccentricity_area_index	0.701
pet14.02	petpet_pet14.02	Leaf_eccentricity_area_index	0.26
pet16.01	petpet_pet16.01	Leaf_eccentricity_area_index	0.194
pet17.01	petpet_pet17.01	Leaf_eccentricity_area_index	0.436
pet17.02	petpet_pet17.02	Leaf_eccentricity_area_index	0.952
pet17.04	petpet_pet17.04	Leaf_eccentricity_area_index	0.0384
pet05.01	petpet_pet05.01	Leaf_eccentricity	0.0893
pet06.02	petpet_pet06.02	Leaf_eccentricity	0.479
pet06.03	petpet_pet06.03	Leaf_eccentricity	0.352
pet07.01	petpet_pet07.01	Leaf_eccentricity	0.503
pet08.01	petpet_pet08.01	Leaf_eccentricity	0.53
pet09.01	petpet_pet09.01	Leaf_eccentricity	0.323
pet11.01	petpet_pet11.01	Leaf_eccentricity	0.388
pet12.01	petpet_pet12.01	Leaf_eccentricity	0.4
pet13.01	petpet_pet13.01	Leaf_eccentricity	0.996
pet14.02	petpet_pet14.02	Leaf_eccentricity	0.153
pet16.01	petpet_pet16.01	Leaf_eccentricity	0.423
pet17.01	petpet_pet17.01	Leaf_eccentricity	0.54
pet17.02	petpet_pet17.02	Leaf_eccentricity	0.183
pet17.04	petpet_pet17.04	Leaf_eccentricity	0.0245
pet05.01	petpet_pet05.01	Leaf_ellipsoid	0.901
pet06.02	petpet_pet06.02	Leaf_ellipsoid	0.754
pet06.03	petpet_pet06.03	Leaf_ellipsoid	0.779
pet07.01	petpet_pet07.01	Leaf_ellipsoid	0.783
pet08.01	petpet_pet08.01	Leaf_ellipsoid	0.0693
pet09.01	petpet_pet09.01	Leaf_ellipsoid	0.949
pet11.01	petpet_pet11.01	Leaf_ellipsoid	0.786
pet12.01	petpet_pet12.01	Leaf_ellipsoid	0.156
pet13.01	petpet_pet13.01	Leaf_ellipsoid	0.302
pet14.02	petpet_pet14.02	Leaf_ellipsoid	0.419
pet16.01	petpet_pet16.01	Leaf_ellipsoid	0.271
pet17.01	petpet_pet17.01	Leaf_ellipsoid	0.828
pet17.02	petpet_pet17.02	Leaf_ellipsoid	0.328
pet17.04	petpet_pet17.04	Leaf_ellipsoid	0.139
pet05.01	petpet_pet05.01	Leaf_height_mid-width	0.879
pet06.02	petpet_pet06.02	Leaf_height_mid-width	0.644
pet06.03	petpet_pet06.03	Leaf_height_mid-width	0.648
pet07.01	petpet_pet07.01	Leaf_height_mid-width	0.0206
pet08.01	petpet_pet08.01	Leaf_height_mid-width	0.474
pet09.01	petpet_pet09.01	Leaf_height_mid-width	0.0286
pet11.01	petpet_pet11.01	Leaf_height_mid-width	0.0844
pet12.01	petpet_pet12.01	Leaf_height_mid-width	0.321
pet13.01	petpet_pet13.01	Leaf_height_mid-width	0.43
pet14.02	petpet_pet14.02	Leaf_height_mid-width	0.464
pet16.01	petpet_pet16.01	Leaf_height_mid-width	0.304
pet17.01	petpet_pet17.01	Leaf_height_mid-width	0.913
pet17.02	petpet_pet17.02	Leaf_height_mid-width	0.57
pet17.04	petpet_pet17.04	Leaf_height_mid-width	0.641
pet05.01	petpet_pet05.01	Leaf_maximum_height	0.938
pet06.02	petpet_pet06.02	Leaf_maximum_height	0.701
pet06.03	petpet_pet06.03	Leaf_maximum_height	0.499
pet07.01	petpet_pet07.01	Leaf_maximum_height	0.0198
pet08.01	petpet_pet08.01	Leaf_maximum_height	0.439
pet09.01	petpet_pet09.01	Leaf_maximum_height	0.0205
pet11.01	petpet_pet11.01	Leaf_maximum_height	0.0512
pet12.01	petpet_pet12.01	Leaf_maximum_height	0.266
pet13.01	petpet_pet13.01	Leaf_maximum_height	0.402
pet14.02	petpet_pet14.02	Leaf_maximum_height	0.411
pet16.01	petpet_pet16.01	Leaf_maximum_height	0.323
pet17.01	petpet_pet17.01	Leaf_maximum_height	0.993
pet17.02	petpet_pet17.02	Leaf_maximum_height	0.504
pet17.04	petpet_pet17.04	Leaf_maximum_height	0.796
pet05.01	petpet_pet05.01	Leaf_maximum_width	0.836
pet06.02	petpet_pet06.02	Leaf_maximum_width	0.854
pet06.03	petpet_pet06.03	Leaf_maximum_width	0.526
pet07.01	petpet_pet07.01	Leaf_maximum_width	0.393
pet08.01	petpet_pet08.01	Leaf_maximum_width	0.856
pet09.01	petpet_pet09.01	Leaf_maximum_width	0.00284
pet11.01	petpet_pet11.01	Leaf_maximum_width	0.0434
pet12.01	petpet_pet12.01	Leaf_maximum_width	0.503
pet13.01	petpet_pet13.01	Leaf_maximum_width	0.576
pet14.02	petpet_pet14.02	Leaf_maximum_width	0.377
pet16.01	petpet_pet16.01	Leaf_maximum_width	0.871
pet17.01	petpet_pet17.01	Leaf_maximum_width	0.162
pet17.02	petpet_pet17.02	Leaf_maximum_width	0.764
pet17.04	petpet_pet17.04	Leaf_maximum_width	0.463
pet05.01	petpet_pet05.01	Leaf_obovoid	0.309
pet06.02	petpet_pet06.02	Leaf_obovoid	0.725
pet06.03	petpet_pet06.03	Leaf_obovoid	0.207
pet07.01	petpet_pet07.01	Leaf_obovoid	0.976
pet08.01	petpet_pet08.01	Leaf_obovoid	0.546
pet09.01	petpet_pet09.01	Leaf_obovoid	0.487
pet11.01	petpet_pet11.01	Leaf_obovoid	0.504
pet12.01	petpet_pet12.01	Leaf_obovoid	0.93
pet13.01	petpet_pet13.01	Leaf_obovoid	0.83
pet14.02	petpet_pet14.02	Leaf_obovoid	0.38
pet16.01	petpet_pet16.01	Leaf_obovoid	0.269
pet17.01	petpet_pet17.01	Leaf_obovoid	0.887
pet17.02	petpet_pet17.02	Leaf_obovoid	0.637
pet17.04	petpet_pet17.04	Leaf_obovoid	0.43
pet05.01	petpet_pet05.01	Leaf_perimeter	0.651
pet06.02	petpet_pet06.02	Leaf_perimeter	0.971
pet06.03	petpet_pet06.03	Leaf_perimeter	0.516
pet07.01	petpet_pet07.01	Leaf_perimeter	0.0413
pet08.01	petpet_pet08.01	Leaf_perimeter	0.606
pet09.01	petpet_pet09.01	Leaf_perimeter	0.00346
pet11.01	petpet_pet11.01	Leaf_perimeter	0.0322
pet12.01	petpet_pet12.01	Leaf_perimeter	0.198
pet13.01	petpet_pet13.01	Leaf_perimeter	0.509
pet14.02	petpet_pet14.02	Leaf_perimeter	0.304
pet16.01	petpet_pet16.01	Leaf_perimeter	0.573
pet17.01	petpet_pet17.01	Leaf_perimeter	0.705
pet17.02	petpet_pet17.02	Leaf_perimeter	0.391
pet17.04	petpet_pet17.04	Leaf_perimeter	0.884
pet05.01	petpet_pet05.01	Leaf_proximal_eccentricity	0.218
pet06.02	petpet_pet06.02	Leaf_proximal_eccentricity	0.555
pet06.03	petpet_pet06.03	Leaf_proximal_eccentricity	0.373
pet07.01	petpet_pet07.01	Leaf_proximal_eccentricity	0.444
pet08.01	petpet_pet08.01	Leaf_proximal_eccentricity	0.654
pet09.01	petpet_pet09.01	Leaf_proximal_eccentricity	0.268
pet11.01	petpet_pet11.01	Leaf_proximal_eccentricity	0.352
pet12.01	petpet_pet12.01	Leaf_proximal_eccentricity	0.403
pet13.01	petpet_pet13.01	Leaf_proximal_eccentricity	0.906
pet14.02	petpet_pet14.02	Leaf_proximal_eccentricity	0.207
pet16.01	petpet_pet16.01	Leaf_proximal_eccentricity	0.422
pet17.01	petpet_pet17.01	Leaf_proximal_eccentricity	0.318
pet17.02	petpet_pet17.02	Leaf_proximal_eccentricity	0.175
pet17.04	petpet_pet17.04	Leaf_proximal_eccentricity	0.0141
pet05.01	petpet_pet05.01	Leaf_rectangular	0.558
pet06.02	petpet_pet06.02	Leaf_rectangular	0.377
pet06.03	petpet_pet06.03	Leaf_rectangular	0.547
pet07.01	petpet_pet07.01	Leaf_rectangular	0.907
pet08.01	petpet_pet08.01	Leaf_rectangular	0.132
pet09.01	petpet_pet09.01	Leaf_rectangular	0.19
pet11.01	petpet_pet11.01	Leaf_rectangular	0.868
pet12.01	petpet_pet12.01	Leaf_rectangular	0.156
pet13.01	petpet_pet13.01	Leaf_rectangular	0.042
pet14.02	petpet_pet14.02	Leaf_rectangular	0.289
pet16.01	petpet_pet16.01	Leaf_rectangular	0.735
pet17.01	petpet_pet17.01	Leaf_rectangular	0.58
pet17.02	petpet_pet17.02	Leaf_rectangular	0.0372
pet17.04	petpet_pet17.04	Leaf_rectangular	0.231
pet05.01	petpet_pet05.01	Leaf_shape_index_external_I	0.397
pet06.02	petpet_pet06.02	Leaf_shape_index_external_I	0.634
pet06.03	petpet_pet06.03	Leaf_shape_index_external_I	0.933
pet07.01	petpet_pet07.01	Leaf_shape_index_external_I	0.232
pet08.01	petpet_pet08.01	Leaf_shape_index_external_I	0.526
pet09.01	petpet_pet09.01	Leaf_shape_index_external_I	0.161
pet11.01	petpet_pet11.01	Leaf_shape_index_external_I	0.275
pet12.01	petpet_pet12.01	Leaf_shape_index_external_I	0.619
pet13.01	petpet_pet13.01	Leaf_shape_index_external_I	0.972
pet14.02	petpet_pet14.02	Leaf_shape_index_external_I	0.973
pet16.01	petpet_pet16.01	Leaf_shape_index_external_I	0.724
pet17.01	petpet_pet17.01	Leaf_shape_index_external_I	0.0588
pet17.02	petpet_pet17.02	Leaf_shape_index_external_I	0.868
pet17.04	petpet_pet17.04	Leaf_shape_index_external_I	0.326
pet05.01	petpet_pet05.01	Leaf_shape_index_external_II	0.656
pet06.02	petpet_pet06.02	Leaf_shape_index_external_II	0.442
pet06.03	petpet_pet06.03	Leaf_shape_index_external_II	0.694
pet07.01	petpet_pet07.01	Leaf_shape_index_external_II	0.327
pet08.01	petpet_pet08.01	Leaf_shape_index_external_II	0.322
pet09.01	petpet_pet09.01	Leaf_shape_index_external_II	0.322
pet11.01	petpet_pet11.01	Leaf_shape_index_external_II	0.255
pet12.01	petpet_pet12.01	Leaf_shape_index_external_II	0.472
pet13.01	petpet_pet13.01	Leaf_shape_index_external_II	0.787
pet14.02	petpet_pet14.02	Leaf_shape_index_external_II	0.709
pet16.01	petpet_pet16.01	Leaf_shape_index_external_II	0.999
pet17.01	petpet_pet17.01	Leaf_shape_index_external_II	0.0647
pet17.02	petpet_pet17.02	Leaf_shape_index_external_II	0.693
pet17.04	petpet_pet17.04	Leaf_shape_index_external_II	0.362
pet05.01	petpet_pet05.01	Leaf_shape_index_internal	0.286
pet06.02	petpet_pet06.02	Leaf_shape_index_internal	0.251
pet06.03	petpet_pet06.03	Leaf_shape_index_internal	0.426
pet07.01	petpet_pet07.01	Leaf_shape_index_internal	0.923
pet08.01	petpet_pet08.01	Leaf_shape_index_internal	0.91
pet09.01	petpet_pet09.01	Leaf_shape_index_internal	0.227
pet11.01	petpet_pet11.01	Leaf_shape_index_internal	0.171
pet12.01	petpet_pet12.01	Leaf_shape_index_internal	0.948
pet13.01	petpet_pet13.01	Leaf_shape_index_internal	0.67
pet14.02	petpet_pet14.02	Leaf_shape_index_internal	0.109
pet16.01	petpet_pet16.01	Leaf_shape_index_internal	0.368
pet17.01	petpet_pet17.01	Leaf_shape_index_internal	0.2
pet17.02	petpet_pet17.02	Leaf_shape_index_internal	0.604
pet17.04	petpet_pet17.04	Leaf_shape_index_internal	0.333
pet05.01	petpet_pet05.01	Leaf_total_C	0.953
pet06.02	petpet_pet06.02	Leaf_total_C	0.783
pet06.03	petpet_pet06.03	Leaf_total_C	0.977
pet07.01	petpet_pet07.01	Leaf_total_C	0.725
pet08.01	petpet_pet08.01	Leaf_total_C	0.712
pet09.01	petpet_pet09.01	Leaf_total_C	0.144
pet11.01	petpet_pet11.01	Leaf_total_C	0.343
pet12.01	petpet_pet12.01	Leaf_total_C	0.214
pet13.01	petpet_pet13.01	Leaf_total_C	0.366
pet14.02	petpet_pet14.02	Leaf_total_C	0.95
pet16.01	petpet_pet16.01	Leaf_total_C	0.671
pet17.01	petpet_pet17.01	Leaf_total_C	0.243
pet17.02	petpet_pet17.02	Leaf_total_C	0.77
pet17.04	petpet_pet17.04	Leaf_total_C	0.297
pet05.01	petpet_pet05.01	Leaf_total_N	0.0518
pet06.02	petpet_pet06.02	Leaf_total_N	0.117
pet06.03	petpet_pet06.03	Leaf_total_N	0.281
pet07.01	petpet_pet07.01	Leaf_total_N	0.746
pet08.01	petpet_pet08.01	Leaf_total_N	0.367
pet09.01	petpet_pet09.01	Leaf_total_N	0.102
pet11.01	petpet_pet11.01	Leaf_total_N	0.229
pet12.01	petpet_pet12.01	Leaf_total_N	0.901
pet13.01	petpet_pet13.01	Leaf_total_N	0.285
pet14.02	petpet_pet14.02	Leaf_total_N	0.835
pet16.01	petpet_pet16.01	Leaf_total_N	0.0612
pet17.01	petpet_pet17.01	Leaf_total_N	0.49
pet17.02	petpet_pet17.02	Leaf_total_N	0.505
pet17.04	petpet_pet17.04	Leaf_total_N	0.779
pet05.01	petpet_pet05.01	Leaf_width_mid-height	0.629
pet06.02	petpet_pet06.02	Leaf_width_mid-height	0.621
pet06.03	petpet_pet06.03	Leaf_width_mid-height	0.37
pet07.01	petpet_pet07.01	Leaf_width_mid-height	0.459
pet08.01	petpet_pet08.01	Leaf_width_mid-height	0.778
pet09.01	petpet_pet09.01	Leaf_width_mid-height	0.00256
pet11.01	petpet_pet11.01	Leaf_width_mid-height	0.0502
pet12.01	petpet_pet12.01	Leaf_width_mid-height	0.831
pet13.01	petpet_pet13.01	Leaf_width_mid-height	0.755
pet14.02	petpet_pet14.02	Leaf_width_mid-height	0.128
pet16.01	petpet_pet16.01	Leaf_width_mid-height	0.772
pet17.01	petpet_pet17.01	Leaf_width_mid-height	0.234
pet17.02	petpet_pet17.02	Leaf_width_mid-height	0.838
pet17.04	petpet_pet17.04	Leaf_width_mid-height	0.453
pet05.01	petpet_pet05.01	Leaf_width_widest_pos	0.483
pet06.02	petpet_pet06.02	Leaf_width_widest_pos	0.108
pet06.03	petpet_pet06.03	Leaf_width_widest_pos	0.23
pet07.01	petpet_pet07.01	Leaf_width_widest_pos	0.225
pet08.01	petpet_pet08.01	Leaf_width_widest_pos	0.156
pet09.01	petpet_pet09.01	Leaf_width_widest_pos	0.861
pet11.01	petpet_pet11.01	Leaf_width_widest_pos	0.547
pet12.01	petpet_pet12.01	Leaf_width_widest_pos	0.426
pet13.01	petpet_pet13.01	Leaf_width_widest_pos	0.584
pet14.02	petpet_pet14.02	Leaf_width_widest_pos	0.904
pet16.01	petpet_pet16.01	Leaf_width_widest_pos	0.795
pet17.01	petpet_pet17.01	Leaf_width_widest_pos	0.766
pet17.02	petpet_pet17.02	Leaf_width_widest_pos	0.111
pet17.04	petpet_pet17.04	Leaf_width_widest_pos	0.306
pet05.01	petpet_pet05.01	Ligule_length	0.827
pet06.02	petpet_pet06.02	Ligule_length	0.039
pet06.03	petpet_pet06.03	Ligule_length	0.643
pet07.01	petpet_pet07.01	Ligule_length	0.65
pet08.01	petpet_pet08.01	Ligule_length	0.0926
pet09.01	petpet_pet09.01	Ligule_length	2.79e-5
pet11.01	petpet_pet11.01	Ligule_length	0.00134
pet12.01	petpet_pet12.01	Ligule_length	0.0485
pet13.01	petpet_pet13.01	Ligule_length	0.0109
pet14.02	petpet_pet14.02	Ligule_length	0.0377
pet16.01	petpet_pet16.01	Ligule_length	0.291
pet17.01	petpet_pet17.01	Ligule_length	0.304
pet17.02	petpet_pet17.02	Ligule_length	0.142
pet17.04	petpet_pet17.04	Ligule_length	0.143
pet05.01	petpet_pet05.01	Ligule_LW_ratio	0.569
pet06.02	petpet_pet06.02	Ligule_LW_ratio	0.0315
pet06.03	petpet_pet06.03	Ligule_LW_ratio	0.98
pet07.01	petpet_pet07.01	Ligule_LW_ratio	0.874
pet08.01	petpet_pet08.01	Ligule_LW_ratio	0.939
pet09.01	petpet_pet09.01	Ligule_LW_ratio	2.53e-4
pet11.01	petpet_pet11.01	Ligule_LW_ratio	0.0322
pet12.01	petpet_pet12.01	Ligule_LW_ratio	0.002
pet13.01	petpet_pet13.01	Ligule_LW_ratio	0.458
pet14.02	petpet_pet14.02	Ligule_LW_ratio	0.0187
pet16.01	petpet_pet16.01	Ligule_LW_ratio	0.84
pet17.01	petpet_pet17.01	Ligule_LW_ratio	0.558
pet17.02	petpet_pet17.02	Ligule_LW_ratio	0.00882
pet17.04	petpet_pet17.04	Ligule_LW_ratio	0.288
pet05.01	petpet_pet05.01	Ligule_width	0.525
pet06.02	petpet_pet06.02	Ligule_width	0.705
pet06.03	petpet_pet06.03	Ligule_width	0.701
pet07.01	petpet_pet07.01	Ligule_width	0.645
pet08.01	petpet_pet08.01	Ligule_width	0.0874
pet09.01	petpet_pet09.01	Ligule_width	0.981
pet11.01	petpet_pet11.01	Ligule_width	0.337
pet12.01	petpet_pet12.01	Ligule_width	0.247
pet13.01	petpet_pet13.01	Ligule_width	0.017
pet14.02	petpet_pet14.02	Ligule_width	0.94
pet16.01	petpet_pet16.01	Ligule_width	0.0829
pet17.01	petpet_pet17.01	Ligule_width	0.537
pet17.02	petpet_pet17.02	Ligule_width	0.093
pet17.04	petpet_pet17.04	Ligule_width	0.393
pet05.01	petpet_pet05.01	Ligules_number	0.176
pet06.02	petpet_pet06.02	Ligules_number	0.979
pet06.03	petpet_pet06.03	Ligules_number	0.00968
pet07.01	petpet_pet07.01	Ligules_number	0.524
pet08.01	petpet_pet08.01	Ligules_number	0.64
pet09.01	petpet_pet09.01	Ligules_number	0.0207
pet11.01	petpet_pet11.01	Ligules_number	0.0669
pet12.01	petpet_pet12.01	Ligules_number	0.0313
pet13.01	petpet_pet13.01	Ligules_number	0.176
pet14.02	petpet_pet14.02	Ligules_number	0.0588
pet16.01	petpet_pet16.01	Ligules_number	0.51
pet17.01	petpet_pet17.01	Ligules_number	0.587
pet17.02	petpet_pet17.02	Ligules_number	0.0989
pet17.04	petpet_pet17.04	Ligules_number	0.878
pet05.01	petpet_pet05.01	LIR	0.918
pet06.02	petpet_pet06.02	LIR	0.222
pet06.03	petpet_pet06.03	LIR	0.203
pet07.01	petpet_pet07.01	LIR	0.291
pet08.01	petpet_pet08.01	LIR	0.0337
pet09.01	petpet_pet09.01	LIR	0.0385
pet11.01	petpet_pet11.01	LIR	0.364
pet12.01	petpet_pet12.01	LIR	0.408
pet13.01	petpet_pet13.01	LIR	0.171
pet14.02	petpet_pet14.02	LIR	0.508
pet16.01	petpet_pet16.01	LIR	0.712
pet17.01	petpet_pet17.01	LIR	0.654
pet17.02	petpet_pet17.02	LIR	0.306
pet17.04	petpet_pet17.04	LIR	0.148
pet05.01	petpet_pet05.01	Peduncle_length_of_first_flower	0.482
pet06.02	petpet_pet06.02	Peduncle_length_of_first_flower	0.576
pet06.03	petpet_pet06.03	Peduncle_length_of_first_flower	0.0678
pet07.01	petpet_pet07.01	Peduncle_length_of_first_flower	0.887
pet08.01	petpet_pet08.01	Peduncle_length_of_first_flower	0.15
pet09.01	petpet_pet09.01	Peduncle_length_of_first_flower	0.859
pet11.01	petpet_pet11.01	Peduncle_length_of_first_flower	0.502
pet12.01	petpet_pet12.01	Peduncle_length_of_first_flower	0.00541
pet13.01	petpet_pet13.01	Peduncle_length_of_first_flower	0.904
pet14.02	petpet_pet14.02	Peduncle_length_of_first_flower	0.747
pet16.01	petpet_pet16.01	Peduncle_length_of_first_flower	0.91
pet17.01	petpet_pet17.01	Peduncle_length_of_first_flower	0.434
pet17.02	petpet_pet17.02	Peduncle_length_of_first_flower	0.0165
pet17.04	petpet_pet17.04	Peduncle_length_of_first_flower	0.627
pet05.01	petpet_pet05.01	Plant_height_at_flowering	0.217
pet06.02	petpet_pet06.02	Plant_height_at_flowering	0.742
pet06.03	petpet_pet06.03	Plant_height_at_flowering	0.682
pet07.01	petpet_pet07.01	Plant_height_at_flowering	0.166
pet08.01	petpet_pet08.01	Plant_height_at_flowering	0.119
pet09.01	petpet_pet09.01	Plant_height_at_flowering	9.79e-6
pet11.01	petpet_pet11.01	Plant_height_at_flowering	0.013
pet12.01	petpet_pet12.01	Plant_height_at_flowering	0.00545
pet13.01	petpet_pet13.01	Plant_height_at_flowering	0.213
pet14.02	petpet_pet14.02	Plant_height_at_flowering	0.747
pet16.01	petpet_pet16.01	Plant_height_at_flowering	0.325
pet17.01	petpet_pet17.01	Plant_height_at_flowering	0.94
pet17.02	petpet_pet17.02	Plant_height_at_flowering	0.0119
pet17.04	petpet_pet17.04	Plant_height_at_flowering	0.596
pet05.01	petpet_pet05.01	Primary_branches	0.0292
pet06.02	petpet_pet06.02	Primary_branches	0.484
pet06.03	petpet_pet06.03	Primary_branches	0.12
pet07.01	petpet_pet07.01	Primary_branches	0.672
pet08.01	petpet_pet08.01	Primary_branches	0.328
pet09.01	petpet_pet09.01	Primary_branches	0.00296
pet11.01	petpet_pet11.01	Primary_branches	4.02e-4
pet12.01	petpet_pet12.01	Primary_branches	0.0462
pet13.01	petpet_pet13.01	Primary_branches	0.14
pet14.02	petpet_pet14.02	Primary_branches	0.395
pet16.01	petpet_pet16.01	Primary_branches	0.813
pet17.01	petpet_pet17.01	Primary_branches	0.647
pet17.02	petpet_pet17.02	Primary_branches	0.093
pet17.04	petpet_pet17.04	Primary_branches	0.674
pet05.01	petpet_pet05.01	RGB_proportion_blue	0.271
pet06.02	petpet_pet06.02	RGB_proportion_blue	0.0182
pet06.03	petpet_pet06.03	RGB_proportion_blue	0.572
pet07.01	petpet_pet07.01	RGB_proportion_blue	0.485
pet08.01	petpet_pet08.01	RGB_proportion_blue	0.974
pet09.01	petpet_pet09.01	RGB_proportion_blue	0.0183
pet11.01	petpet_pet11.01	RGB_proportion_blue	0.678
pet12.01	petpet_pet12.01	RGB_proportion_blue	0.0839
pet13.01	petpet_pet13.01	RGB_proportion_blue	0.0807
pet14.02	petpet_pet14.02	RGB_proportion_blue	0.417
pet16.01	petpet_pet16.01	RGB_proportion_blue	0.592
pet17.01	petpet_pet17.01	RGB_proportion_blue	0.419
pet17.02	petpet_pet17.02	RGB_proportion_blue	0.344
pet17.04	petpet_pet17.04	RGB_proportion_blue	0.0769
pet05.01	petpet_pet05.01	RGB_proportion_green	0.0848
pet06.02	petpet_pet06.02	RGB_proportion_green	0.0212
pet06.03	petpet_pet06.03	RGB_proportion_green	0.789
pet07.01	petpet_pet07.01	RGB_proportion_green	0.321
pet08.01	petpet_pet08.01	RGB_proportion_green	0.639
pet09.01	petpet_pet09.01	RGB_proportion_green	0.344
pet11.01	petpet_pet11.01	RGB_proportion_green	0.516
pet12.01	petpet_pet12.01	RGB_proportion_green	0.587
pet13.01	petpet_pet13.01	RGB_proportion_green	0.886
pet14.02	petpet_pet14.02	RGB_proportion_green	0.149
pet16.01	petpet_pet16.01	RGB_proportion_green	0.507
pet17.01	petpet_pet17.01	RGB_proportion_green	0.893
pet17.02	petpet_pet17.02	RGB_proportion_green	0.0475
pet17.04	petpet_pet17.04	RGB_proportion_green	0.845
pet05.01	petpet_pet05.01	RGB_proportion_red	0.42
pet06.02	petpet_pet06.02	RGB_proportion_red	0.771
pet06.03	petpet_pet06.03	RGB_proportion_red	0.846
pet07.01	petpet_pet07.01	RGB_proportion_red	0.938
pet08.01	petpet_pet08.01	RGB_proportion_red	0.658
pet09.01	petpet_pet09.01	RGB_proportion_red	0.446
pet11.01	petpet_pet11.01	RGB_proportion_red	0.38
pet12.01	petpet_pet12.01	RGB_proportion_red	0.254
pet13.01	petpet_pet13.01	RGB_proportion_red	0.688
pet14.02	petpet_pet14.02	RGB_proportion_red	0.248
pet16.01	petpet_pet16.01	RGB_proportion_red	0.421
pet17.01	petpet_pet17.01	RGB_proportion_red	0.743
pet17.02	petpet_pet17.02	RGB_proportion_red	0.00371
pet17.04	petpet_pet17.04	RGB_proportion_red	0.0517
pet05.01	petpet_pet05.01	Seed_area	0.948
pet06.02	petpet_pet06.02	Seed_area	0.846
pet06.03	petpet_pet06.03	Seed_area	0.754
pet07.01	petpet_pet07.01	Seed_area	0.774
pet08.01	petpet_pet08.01	Seed_area	0.226
pet09.01	petpet_pet09.01	Seed_area	0.614
pet11.01	petpet_pet11.01	Seed_area	0.253
pet12.01	petpet_pet12.01	Seed_area	0.896
pet13.01	petpet_pet13.01	Seed_area	0.33
pet14.02	petpet_pet14.02	Seed_area	0.319
pet16.01	petpet_pet16.01	Seed_area	0.137
pet17.01	petpet_pet17.01	Seed_area	0.196
pet17.02	petpet_pet17.02	Seed_area	0.508
pet17.04	petpet_pet17.04	Seed_area	0.183
pet05.01	petpet_pet05.01	Seed_circular	0.582
pet06.02	petpet_pet06.02	Seed_circular	0.0697
pet06.03	petpet_pet06.03	Seed_circular	0.813
pet07.01	petpet_pet07.01	Seed_circular	0.802
pet08.01	petpet_pet08.01	Seed_circular	0.0124
pet09.01	petpet_pet09.01	Seed_circular	0.36
pet11.01	petpet_pet11.01	Seed_circular	0.0554
pet12.01	petpet_pet12.01	Seed_circular	0.00109
pet13.01	petpet_pet13.01	Seed_circular	0.0976
pet14.02	petpet_pet14.02	Seed_circular	0.568
pet16.01	petpet_pet16.01	Seed_circular	0.672
pet17.01	petpet_pet17.01	Seed_circular	0.966
pet17.02	petpet_pet17.02	Seed_circular	0.00882
pet17.04	petpet_pet17.04	Seed_circular	0.0402
pet05.01	petpet_pet05.01	Seed_curved_height	0.841
pet06.02	petpet_pet06.02	Seed_curved_height	0.493
pet06.03	petpet_pet06.03	Seed_curved_height	0.875
pet07.01	petpet_pet07.01	Seed_curved_height	0.774
pet08.01	petpet_pet08.01	Seed_curved_height	0.641
pet09.01	petpet_pet09.01	Seed_curved_height	0.819
pet11.01	petpet_pet11.01	Seed_curved_height	0.0408
pet12.01	petpet_pet12.01	Seed_curved_height	0.0492
pet13.01	petpet_pet13.01	Seed_curved_height	0.96
pet14.02	petpet_pet14.02	Seed_curved_height	0.591
pet16.01	petpet_pet16.01	Seed_curved_height	0.324
pet17.01	petpet_pet17.01	Seed_curved_height	0.311
pet17.02	petpet_pet17.02	Seed_curved_height	0.288
pet17.04	petpet_pet17.04	Seed_curved_height	0.981
pet05.01	petpet_pet05.01	Seed_curved_shape_index	0.6316563262
pet06.02	petpet_pet06.02	Seed_curved_shape_index	0.08312558688
pet06.03	petpet_pet06.03	Seed_curved_shape_index	0.827168235
pet07.01	petpet_pet07.01	Seed_curved_shape_index	0.5518891992
pet08.01	petpet_pet08.01	Seed_curved_shape_index	0.01725291217
pet09.01	petpet_pet09.01	Seed_curved_shape_index	0.4124682489
pet11.01	petpet_pet11.01	Seed_curved_shape_index	0.06600579161
pet12.01	petpet_pet12.01	Seed_curved_shape_index	0.001013005873
pet13.01	petpet_pet13.01	Seed_curved_shape_index	0.1364995537
pet14.02	petpet_pet14.02	Seed_curved_shape_index	0.498685597
pet16.01	petpet_pet16.01	Seed_curved_shape_index	0.927736455
pet17.01	petpet_pet17.01	Seed_curved_shape_index	0.9130274245
