FID	IID	Total_N	Total_C	C_N_ratio	Ligules_number	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Flower_FHDD_ratio	Petal_LW_ratio	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Days_to_budding	TLN	DTF	LIR	Guides_3_petals	Guides_individual_petal	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Flower_FHDD_ratio_UV_pictures	Stem_diamater_at_flowering	Plant_height_at_flowering	Peduncle_lenght_of_first_flower	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches
PET0473N	PET0473N	6.62576399	39.24859578	5.923633235	13.33333333	2.286242483	4.626285076	1.548244854	11.43222717	5.080319929	2.991476173	256.9353	3574.0215	49.8687	52.832	92.7947	97.282	97.7351	1.849922396	1.8413	1.8608	1.9565	0.3905	0.6469	0.6037	0.0678	0.202	0.3915	0	83.429	60.8315	0	128.2367	107.0863	0.0036	0.1573	0.2815	0.1702	0.691	0.6493	0.7631	0.8875	0.8902	1.8638	0.3514	15.0173	12	9	33	0.75	0.179904646	0.222126405	8.666666667	2.814666544	2.815821693	3.03502328	2.855551957	12	74.3	NA	39	22.5	0	13
PET0474N	PET0474N	7.117559355	39.51866215	5.552277147	16.33333333	2.729460397	4.099926585	1.376084203	10.66233366	3.914516626	2.979202801	220.9809	2469.737	36.322	43.5187	84.2433	86.1907	86.3399	1.983972407	1.9805	2.3193	2.3465	0.324	0.9091	0.3564	0.09	0.2396	0.3565	0.1386	51.9515	48.6774	0.002	145.1316	128.4253	0	0	0.4206	0.112	1.0572	0.7308	0.7807	0.8803	0.8911	2.3216	0.381	18.3486	12	9	33	0.75	0.234712884	0.263174238	8.825	2.998474252	2.822753611	3.179492778	2.775599952	12.8	50.8	37.3	38.9	13.4	0	11
PET0475	PET0475	6.093864334	39.62551163	6.502526059	17	3.315902909	4.35644182	1.475569991	12.07456194	3.652372433	2.969091266	192.8324	1194.3489	18.542	25.5693	71.12	76.2	76.5403	2.993445264	2.9801	3.8356	4.0537	0.3744	1.105	0.3388	0.1241	0.3633	0.3128	0.1184	134.6892	35.7962	0.0067	131.4164	95.7651	0	0	0.4581	0.0998	1.151	0.771	0.723	0.9053	0.8575	3.4946	0.4301	37.4676	8	15	31	1.875	0.219119981	0.262094592	8.116508117	2.643809505	2.7636078	2.589292517	3.134643175	10.4	67	NA	29.6	17.3	3.8	12
PET0476	PET0476	6.685262005	41.02641011	6.136844013	23	3.458270343	4.751783702	1.339156614	13.17786269	3.861210186	3.547070009	272.3632	3086.0583	38.9467	51.816	93.3873	95.5887	98.1137	1.893502007	1.8448	2.3978	2.4708	0.2348	1.2261	0.1915	0.1114	0.2446	0.36	0.1471	36.5561	42.3607	0.0019	211.7665	173.0385	0.0693	0.0086	0.6493	0.0928	1.7681	0.8361	0.7801	0.9035	0.8871	2.3913	0.4092	18.2307	22	18	41	0.818181818	0.205276928	0.308504393	11.30487805	5.469352112	3.639936043	4.025005962	2.808661193	1.38	81.3	29	24.6	17.4	3.6	16
PET0477	PET0477	6.173729537	37.36180589	6.051739983	20	2.839236374	4.256706059	1.630231506	11.0508066	3.897492314	2.623384055	346.2897	4698.7433	42.672	60.452	127	132.842	135.2388	2.237126977	2.1975	2.9762	3.1366	0.3135	0.881	0.3559	0.1178	0.2987	0.3074	0.1254	45.8814	38.6356	0.0009	116.6224	104.3789	0	0	0.4025	0.2213	1.9089	0.7468	0.6964	0.8336	0.8186	2.4484	0.4164	23.4663	12	11	44	0.916666667	0.217846313	0.276623182	11.0625	2.241585011	3.258594167	4.545311667	2.433826503	12.6	60.2	NA	30.7	NA	2.5	13
PET0478	PET0478	5.900473369	42.58226272	7.216753649	19.66666667	3.172322554	4.323061004	1.554572276	11.67673854	3.688008648	2.792389802	363.7277	5693.5728	58.674	72.7287	116.84	120.9887	120.2015	1.65273819	1.6636	1.9913	1.9965	0.316	0.9394	0.3364	0.0883	0.1943	0.3614	0.0749	67.0191	70.0794	0.0017	46.8053	135.0876	0.0031	0.0456	0.3357	0.1321	1.4859	0.7239	0.4762	0.5475	0.8283	1.0692	0.5723	13.3668	22	18	48	0.818181818	0.233613352	0.28532602	10.55387821	2.488689573	3.815704326	2.922469555	3.611287649	19.9	84.1	45	32.5	23.6	3.3	18
PET0479	PET0479	6.211244497	40.27710776	6.484547143	18.33333333	2.827286765	4.432586801	1.606617388	11.92236972	4.220442791	2.760380485	255.0343	2937.5568	40.4707	46.9053	88.7307	90.5087	90.9448	1.938902427	1.9296	2.1925	2.2425	0.4351	0.8431	0.5161	0.0775	0.2267	0.4064	0.1264	75.5132	64.129	0.0016	167.0448	122.7331	0.0039	0.011	0.306	0.1013	0.8374	0.6299	0.5281	0.5924	0.8468	1.3429	0.546	17.3176	10	12	28	1.2	0.236820789	0.268136544	11.3375	2.43917078	4.053294444	3.230911111	3.509072088	11.2	47.4	26.5	31.9	17.4	0	14
PET0480	PET0480	5.766681461	39.47153933	6.844758046	16	2.588873695	4.308301894	1.50680559	11.10410457	4.33243737	2.859811684	248.2624	2757.8511	37.846	46.3127	93.98	95.8427	95.6724	2.065791889	2.0695	2.4832	2.387	0.349	0.5861	0.5954	0.0904	0.2516	0.3302	0	61.6829	50.1812	0	90.9412	89.9205	0	0	0.2895	0.0994	0.8788	0.6491	0.5889	0.6529	0.8706	1.7077	0.4697	19.3975	10	13	28	1.3	0.276289348	0.288121362	11.05	3.044926616	4.066581111	2.916837778	3.788349179	11.6	48.3	NA	27.8	12.5	5.3	10
PET0481	PET0481	NA	NA	NA	NA	2.528687372	4.786530208	1.603762767	11.34527264	4.486625259	2.984562497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0482	PET0482	6.256393377	37.86529717	6.052256451	17.33333333	2.666115083	4.742799996	1.497508916	11.5831302	4.348301326	3.200703465	323.8665	4214.9952	39.9627	60.2827	119.7187	126.6613	127.8239	2.120407679	2.1011	2.9958	2.2939	0.2839	0.822	0.3454	0.1195	0.2913	0.3004	0.0535	6.2269	43.1325	0.0009	109.5338	104.3301	0	0	0.3838	0.1998	1.8438	0.7674	0.7559	0.8535	0.8739	3.0053	0.4325	22.1163	12	14	35	1.166666667	0.204983482	0.267266524	9.80952381	2.926157074	3.805865079	2.197793651	4.463350691	15.4	52.7	NA	36.1	16	5.2	9
PET0483	PET0483	6.533063918	38.85221975	5.947013567	22.5	2.752769697	2.95622492	1.228064703	8.761196827	3.224334416	2.407291267	278.9912	2874.3455	28.448	39.5393	113.3687	116.5013	116.3808	2.94342085	2.9465	3.9851	4.0131	0.3363	1.0833	0.3104	0.1149	0.3528	0.3428	0	36.3067	29.1325	0	104.7292	95.4838	0	0	0.4684	0.0507	1.6948	0.7289	0.7782	0.8917	0.888	3.9925	0.4383	35.8015	22	14	42	0.636363636	0.298949358	0.324187599	8.660186412	2.887368601	2.886679489	2.886827433	2.999897504	15	70.7	37	37.6	21.1	1.6	15
PET0484	PET0484	4.692563111	39.42285556	8.401134865	16.33333333	2.493741996	3.488101793	1.272572969	9.422373054	3.778509518	2.741629648	345.7645	4223.1385	41.4867	58.5893	124.206	126.3227	127.1931	2.170927115	2.1561	2.9939	3.0975	0.2755	0.8735	0.3154	0.1195	0.2952	0.2888	0.1415	42.2665	39.6109	0.0019	138.3879	100.088	0	0	0.3977	0.0937	1.8678	0.6675	0.3769	0.4551	0.7132	1.0072	0.5819	22.9329	22	9	38	0.409090909	0.297145792	0.328672337	8.825581395	2.917894178	3.050799225	2.723982946	3.239954717	1.13	42	NA	25	14	0	11
PET0485	PET0485	5.659978208	38.91778053	6.87595943	22.66666667	3.484891957	4.11023752	1.540927185	11.42163669	3.353081858	2.672499718	310.0464	4316.0344	56.8113	65.4473	110.8287	113.1993	111.9116	1.709949838	1.7296	1.9508	1.9232	0.234	0.4978	0.4701	0.0934	0.1974	0.2876	0	46.958	46.9906	0	89.5913	101.9264	0	0	0.2834	0.1113	1.098	0.6105	0.509	0.5882	0.8532	1.1075	0.4554	13.6969	25	15	48	0.6	0.138148219	0.186394577	11.20246258	2.841917657	3.572328563	4.057805457	2.760719483	15.8	80.3	35.6	29.2	24	3.9	12
PET0486	PET0486	6.317624971	38.28620951	6.060221948	16.33333333	2.839819183	3.929478973	1.333045388	10.33850932	3.680450511	2.964743474	181.1834	1590.6205	30.3107	33.3587	67.9873	72.5593	74.0765	2.22060512	2.1751	2.243	2.4154	0.352	0.5503	0.6396	0.0705	0.2496	0.3679	0	71.7665	60.7452	0	79.0642	85.4794	0	0	0.2567	0.1674	0.4826	0.6231	0.7477	0.8767	0.8852	2.2378	0.3521	20.2803	14	10	49	0.714285714	0.198480484	0.251797922	7.929923061	3.002769714	2.75956768	2.410787702	3.289349392	12.7	83.2	NA	22.2	12.7	0.5	9
PET0487	PET0487	6.98815085	39.44537535	5.644608452	16.66666667	2.896497725	4.305572272	1.333102685	11.35749098	3.913476413	3.218967459	352.4441	5113.0937	45.5507	56.134	132.5033	134.0273	136.0797	2.424193893	2.3876	2.9089	3.0309	0.381	1.0279	0.3707	0.0822	0.287	0.429	0	62.5413	48.9926	0	103.0563	138.4234	0.0018	0.0294	0.4463	0.1473	1.6272	0.7744	0.7649	0.9077	0.8643	2.8009	0.4244	25.4256	12	10	32	0.833333333	0.230443507	0.206447306	9.965116279	3.229234028	3.486223256	2.992669767	3.329841597	18.4	69.3	NA	33.8	18.9	1.7	12
PET0488	PET0488	7.065604384	39.74249802	5.624783933	16	2.778038582	4.960922769	1.495118628	12.51881691	4.223986859	3.337030491	315.1463	4142.5724	44.704	54.0173	110.998	116.1627	118.5072	2.193874925	2.1505	2.483	2.611	0.4223	0.7955	0.531	0.0856	0.2634	0.3787	0.1135	79.2073	44.4925	0.0018	131.74	115.0003	0	0	0.3137	0.202	1.1458	0.6646	0.5237	0.6018	0.8568	1.5815	0.557	21.3459	12	10	30	0.833333333	0.172620717	0.207186759	10.51219512	3.374976998	3.744607707	3.022979709	3.477428278	13.3	50.9	NA	40.8	14	0.5	12
PET0489	PET0489	5.357255244	39.85187418	7.438860455	20	3.044630753	3.518440546	1.276933618	9.594532563	3.180823571	2.750100501	371.9424	5825.1138	58.2507	74.3373	115.316	127.4233	128.1662	1.724116964	1.7141	1.9797	2.218	0.2573	0.9375	0.2744	0.1035	0.215	0.3227	0	46.0829	48.9674	0	140.7667	140.9523	0.001	0.0466	0.3991	0.2634	1.8463	0.6855	0.4774	0.6085	0.8234	1.0945	0.5448	14.771	27	19	52	0.703703704	0.230223395	0.26662438	8.931832395	3.50637109	3.307431202	2.316969992	3.854962484	19.6	94.6	54.7	30.5	20.5	1.7	21
PET0490	PET0490	5.471107688	38.89719866	7.109565536	18	2.754753176	3.197206975	1.246791531	8.824864109	3.211561539	2.563472042	282.3917	3762.8599	50.1227	55.2873	103.2087	104.7327	104.2044	1.884780049	1.8943	2.0591	2.1273	0.3682	0.522	0.7055	0.0697	0.2088	0.3606	0	56.7746	61.3509	0	103.5785	106.4644	0.0011	0.049	0.2432	0.1379	0.7503	0.6563	0.5324	0.6053	0.8382	1.2852	0.4959	15.5604	18	10	38	0.555555556	0.291188959	0.349971545	9.188522005	2.319103632	2.852246513	3.484028978	2.637326515	1.44	55	NA	21.1	5	1	9
PET0491	PET0491	6.415568334	38.87397496	6.059318978	19.5	2.7997223	4.714873034	1.638596162	12.3343144	4.138472928	2.909101927	200.3187	1885.3726	30.3107	40.3013	74.422	76.2	77.1434	1.914166541	1.8908	2.4553	2.2142	0.3687	0.7933	0.4648	0.1051	0.2454	0.3243	0	58.7007	49.0782	0	93.5874	124.4349	0.0042	0.176	0.3689	0.0993	0.9313	0.7544	0.7809	0.8797	0.8954	2.4545	0.4005	17.6388	7	9	NA	1.285714286	NA	NA	NA	NA	NA	NA	NA	18	99.3	NA	18	4.5	3.9	8
PET0492	PET0492	6.524020183	39.23809517	6.014404321	23	4.096913149	4.429314459	1.782371012	12.65504957	3.106688631	2.482802601	323.3634	4672.0623	46.1433	57.658	115.824	117.094	120.8205	2.095468105	2.0308	2.5101	2.5698	0.3505	1.1248	0.3116	0.0872	0.2502	0.4276	0	59.734	55.015	0	188.8293	153.959	0.0073	0.0102	0.5147	0.1056	1.6301	0.8118	0.7048	0.7849	0.8863	2.1266	0.4624	20.0963	20	9	38	0.45	0.123718734	0.148306707	11.72892436	2.354048028	3.72663171	4.275660942	2.743183924	13.6	61.2	NA	28.3	10.5	2	13
PET0493	PET0493	6.379773138	38.45540094	6.027706645	25	3.080235783	4.515431451	1.624722071	12.15265335	4.233481182	2.973839841	250.9705	3098.0798	47.0747	55.372	79.0787	83.566	84.9979	1.535033952	1.5092	1.6799	1.7741	0.3076	0.9874	0.3115	0.0865	0.1619	0.3841	0.1598	91.4496	68.0154	0.0033	5.8987	161.4375	0.0316	0.0144	0.4535	0.1117	1.0852	0.7325	0.7566	0.8999	0.8787	1.6802	0.3981	10.5987	12	10	42	0.833333333	0.121555734	0.189438292	10.85	2.770540437	3.76259	3.32482	3.263334556	14.8	60.8	38.5	26.1	12.1	3	13
PET0494	PET0494	6.645265676	39.29352364	5.913010188	19	2.97247054	4.805202616	1.443054361	12.26669772	4.144994331	3.334765019	270.7331	3323.7425	41.2327	46.6513	93.726	98.6367	100.54	2.155138228	2.1143	2.2731	2.4284	0.3737	0.9692	0.3856	0.0751	0.2462	0.4406	0.1465	68.6711	50.8522	0.0013	146.4141	131.8901	0	0	0.432	0.1926	1.1015	0.7913	0.622	0.7077	0.8723	1.7659	0.4972	20.4801	16	13	38	0.8125	NA	NA	NA	NA	NA	NA	NA	13	56.2	25.7	29.8	17.9	1.3	13
PET0495	PET0495	6.650607573	39.62736963	5.958458561	16	2.570792666	4.274818139	1.678182657	10.92882962	3.879930046	2.597604535	216.1439	2205.9956	34.798	46.228	67.1407	73.8293	74.4634	1.610785671	1.5971	1.9294	1.9075	0.3163	1.1144	0.2838	0.0976	0.1964	0.3517	0	65.0531	58.9211	0	199.9937	169.4858	0.0461	0.0097	0.5011	0.2188	1.1157	0.7542	0.744	0.8686	0.9025	1.8837	0.4311	13.5264	NA	10	29	NA	0.176872759	0.243436211	11.04878049	2.33206288	3.942923848	3.162932791	3.493207481	10.2	53.2	NA	37.5	20	0.8	9
PET0496	PET0496	6.691213983	41.5600402	6.211136022	19.33333333	3.062839359	4.055307771	1.339502014	11.15542873	3.658481652	3.037209785	358.8212	5734.7914	56.9807	71.9667	118.872	119.7187	124.2695	1.726763906	1.6635	2.0862	2.1777	0.3031	1.0936	0.2772	0.0926	0.2002	0.3946	0	67.4394	52.2881	0	175.2266	157.8842	0.002	0.018	0.5345	0.0739	1.8128	0.7792	0.7006	0.7907	0.8895	1.8199	0.4713	14.1638	18	12	37	0.666666667	0.246230426	0.308266279	10.69742196	3.649202124	3.667727536	3.361966885	3.18189391	18.4	78.5	NA	34.7	21.2	1.9	14
PET0497	PET0497	6.368610642	38.75165345	6.084789231	18.33333333	2.48472133	3.925547796	1.51740624	10.20118496	4.130474236	2.592524745	277.7584	2813.765	29.8873	43.6033	97.3667	104.9867	105.9963	2.430923806	2.4078	3.2578	3.5365	0.3909	1.2351	0.3165	0.1186	0.3266	0.3393	0	53.5142	33.6673	0	148.8957	111.5919	0	0	0.5392	0.2078	1.7905	0.7702	0.5634	0.6686	0.8769	2.2961	0.5754	28.8523	18	15	36	0.833333333	0.2196383	0.275755349	9.976190476	3.001202315	3.433753704	3.108683069	3.209137199	12.7	52.8	NA	40.1	17.8	0.9	14
PET0498	PET0498	6.926846195	41.64673878	6.012366611	16.66666667	2.821172501	4.443276985	1.563643507	11.45078297	4.105656651	2.835603894	298.1923	3574.0645	42.8413	54.9487	95.504	97.3667	101.7945	1.852537003	1.772	2.2292	2.0153	0.413	1.0158	0.4066	0.0909	0.2185	0.4066	0.1249	104.3077	68.4599	0.0039	129.5347	143.794	0.0033	0.1248	0.4316	0.0764	1.1124	0.7144	0.7433	0.8924	0.8506	2.0142	0.4296	15.5429	10	15	32	1.5	0.217517462	0.296788709	9.785714286	2.980777267	3.02427619	3.737161905	2.618488183	15.4	35.4	NA	47.9	20.6	2.7	10
PET0499	PET0499	6.337867191	38.8611447	6.131580788	15.75	2.676157053	4.592148304	1.628302218	12.3660879	4.489029624	2.869063638	279.3044	3015.2413	32.8507	49.1067	98.7213	100.4147	104.1184	2.120248357	2.0448	3.0052	3.1371	0.2938	1.3505	0.2176	0.1119	0.2755	0.3453	0.0528	47.9152	41.5798	0.0007	145.4666	165.4179	0.0179	0.091	0.5576	0.0734	1.7653	0.7608	0.7764	0.8915	0.8762	2.9299	0.4606	21.6366	14	9	32	0.642857143	0.172952019	0.18746022	11.06104149	2.608558743	3.919862248	3.221316997	3.433701651	11.8	48.8	NA	32.9	18	0	10
PET0500	PET0500	6.361439768	39.58343932	6.222402595	19	2.977069629	3.660577375	1.476480173	10.58701642	3.26395577	2.560371738	298.7144	4344.7798	50.546	68.58	90.17	99.6527	101.679	1.482633421	1.4531	1.7839	1.9162	0.3116	1.1457	0.2719	0.1034	0.179	0.3461	0.08	56.4821	71.7927	0.0009	192.9003	155.1144	0.0343	0.0076	0.4751	0.3373	1.5407	0.7315	0.5765	0.6954	0.8703	1.2697	0.5308	11.6939	11	11	32	1	0.146441896	0.164856219	9.047619048	2.436363636	2.753471958	3.540675132	2.555337248	14.1	46.9	43.5	37	18.5	3.5	11
PET0501	PET0501	6.44738878	38.7583643	6.011482419	14.66666667	2.525365297	4.225547682	1.304866771	10.99167649	4.356810247	3.170377074	268.7417	3187.3628	43.942	48.3447	84.4973	92.0327	91.8658	1.900224844	1.9037	1.9229	2.0968	0.3796	0.8651	0.4388	0.0677	0.207	0.4501	0.0909	75.9653	75.0432	0.001	239.3473	139.9396	0.105	0.008	0.3135	0.1228	0.8069	0.6869	0.523	0.6339	0.8402	1.2402	0.5405	16.0285	22	12	42	0.545454545	0.208462932	0.21665869	9.415909091	3.043420428	3.545932386	2.324044318	4.051518733	12.6	53.4	13.5	37.1	16.4	3.4	14
PET0502	PET0502	6.448737259	37.87021577	5.872500963	21.66666667	2.866796493	4.122782755	1.138189695	11.29947314	3.964743709	3.751330023	268.5301	3195.6997	36.9993	49.3607	102.87	104.394	102.799	2.082608229	2.1149	2.7803	2.7469	0.2998	0.9748	0.3075	0.1022	0.2727	0.3464	0	59.9865	51.4117	0	148.6453	112.4553	0	0	0.4346	0.154	1.433	0.7072	0.7873	0.9134	0.8842	2.7874	0.4053	21.4639	20	13	40	0.65	0.116306537	0.18302507	11.79344308	3.981171511	4.177287016	3.438869047	3.429453962	10.5	57.4	NA	51.1	22.6	2.4	15
PET0503	PET0503	3.674772101	40.42072563	10.99951902	17.33333333	2.870309539	4.758649393	1.350327623	12.18819738	4.253959084	3.54302199	342.5712	4600.3994	46.5667	60.706	117.0093	123.3593	123.6125	2.036248476	2.0321	2.5127	2.6286	0.2764	0.9927	0.2784	0.097	0.2551	0.3389	0	53.7302	48.2091	0	103.1802	136.4347	0.0026	0.0636	0.3661	0.1026	1.7411	0.6704	0.3654	0.443	0.7699	1.0038	0.6549	19.7772	50	20	58	0.4	0.18209845	0.250906127	11.70743074	3.476165125	4.2239253	3.25958014	3.591699003	19.8	96.5	17.3	28.3	27.4	0	22
PET0504	PET0504	6.594018165	40.54463793	6.148699764	16	2.978434906	5.699133082	1.427584374	14.34005676	4.811641998	3.992225731	328.6833	4703.754	47.9213	56.896	114.7233	118.7873	122.278	2.149149325	2.0878	2.394	2.5161	0.364	1.0813	0.3366	0.0857	0.2558	0.43	0	62.5115	54.0438	0	140.6811	151.5168	0.0128	0.0575	0.4811	0.1457	1.5169	0.7555	0.7718	0.9024	0.8876	2.3938	0.4146	20.6385	20	15	39	0.75	0.246024263	0.294779599	12.62192869	3.742778224	4.832403405	2.957121881	4.268315341	20.7	74.1	NA	58.4	32.1	2.3	15
PET0505	PET0505	5.691113995	41.21169018	7.241410068	17.66666667	3.119073671	5.187137783	1.83530913	13.16256539	4.235917316	2.826439794	349.9644	5487.2865	55.7107	68.834	118.5333	122.7667	121.2576	1.761594561	1.7835	2.1277	2.17	0.2964	0.9635	0.3076	0.0903	0.2096	0.3836	0.1403	65.9962	53.5177	0.0026	48.5039	150.7538	0.0028	0.0551	0.4137	0.2326	1.5654	0.7273	0.6473	0.7357	0.8685	1.7306	0.4784	15.1377	22	14	42	0.636363636	0.282254593	0.29742413	12.16666667	2.490189088	4.290655413	3.58535584	3.393433513	14	74.3	35	49.5	33.4	0	16
PET0506	PET0506	5.520992665	40.61631563	7.356705233	18.33333333	2.997430484	4.878987584	1.707419493	12.75961868	4.269501929	2.858209204	306.6672	3700.9747	47.9213	55.0333	104.4787	107.95	110.5443	2.008680199	1.9615	2.1802	2.3	0.3516	0.6502	0.5408	0.0785	0.2219	0.3448	0	72.3963	54.2791	0	68.9038	129.5106	0.0017	0.1748	0.295	0.1454	0.9702	0.6538	0.4662	0.5308	0.8104	1.1379	0.5283	16.9922	18	14	38	0.777777778	0.210093995	0.254925819	11.47033619	2.621212121	4.049281217	3.371773757	3.401870059	1.46	62	NA	37	23.6	2.7	14
PET0507	PET0507	6.05712056	40.51285548	6.688467743	15.66666667	2.7595367	4.962588239	1.635681554	12.35496151	4.509217137	3.049835121	340.1506	5498.4693	60.2827	70.2733	108.6273	119.0413	121.1923	1.724585298	1.694	1.802	2.0009	0.257	0.9059	0.2837	0.0832	0.184	0.3835	0.1159	61.9231	57.6179	0.0015	136.3129	155.1646	0.001	0.0488	0.391	0.2613	1.4177	0.7245	0.6491	0.7657	0.8702	1.567	0.4565	13.0731	27	21	49	0.777777778	0.113059976	0.163048092	12.72791998	3.231070577	4.704708193	3.3185036	3.835439559	23.6	108.6	10.5	40.5	25.2	7.8	17
PET0508	PET0508	6.898949718	38.40393503	5.56663501	18.66666667	3.264831246	5.227825719	1.900621207	13.74515663	4.233084141	2.751741587	332.267	4957.5456	53.6787	65.1933	104.648	115.7393	118.0176	1.810271914	1.7753	1.9495	2.1917	0.3912	0.7161	0.5463	0.0829	0.2003	0.3784	0	92.4216	67.834	0	98.4077	129.8851	0.0009	0.1179	0.2795	0.3143	1.1102	0.7162	0.5842	0.7151	0.8321	1.4615	0.5052	14.837	14	14	33	1	0.166268435	0.225212476	12.9375	2.626535872	4.361471389	4.214557222	3.069717486	16.6	71.4	26	40.2	33	6.5	14
PET0509	PET0509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0510	PET0510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0511	PET0511	5.524119953	40.36185427	7.306476798	20.33333333	2.980798806	4.945455838	1.428877034	13.07930141	4.446652754	3.531451753	320.8659	4470.6362	46.0587	63.0767	113.7073	115.062	115.9451	1.838160525	1.8242	2.4688	2.3223	0.2574	1.0993	0.2341	0.1079	0.2408	0.3329	0.1097	53.7324	45.7833	0.0012	36.206	137.2273	0.0049	0.0372	0.493	0.1859	1.7705	0.7675	0.7894	0.9046	0.886	2.47	0.4141	17.0563	22	15	42	0.681818182	0.163337015	0.172931838	9.432145091	3.00533489	3.336541714	2.759061664	3.418606121	16.7	88	39	39.1	27	0.5	18
PET0512	PET0512	6.276502853	39.71863351	6.328147129	21.33333333	2.644350365	5.674971416	1.247275144	13.81755223	5.246138773	4.580988604	305.6259	4276.6868	50.038	55.372	112.1833	117.7713	119.2056	2.152813696	2.1269	2.242	2.3381	0.313	0.7022	0.4458	0.0814	0.2472	0.3838	0.127	54.6077	45.1669	0.0016	99.8919	117.2406	0.0025	0.0797	0.3167	0.1545	1.0634	0.6499	0.7612	0.8846	0.8846	2.2415	0.3426	19.6289	20	15	42	0.75	0.145664106	0.181137698	11.40775416	3.53068502	4.149858446	3.10803727	3.670404558	21.7	85.6	41	40.9	28	2.7	10
PET0513	PET0513	6.364463485	40.20287921	6.316774274	18	2.813606295	4.073891146	1.609435574	10.81494217	3.844201057	2.546449879	348.0752	5416.0465	59.944	69.0033	111.1673	112.6067	116.1581	1.683370216	1.6319	1.8545	1.9309	0.452	0.8856	0.5104	0.073	0.1872	0.4068	0.0316	33.206	90.317	0.0051	330.8076	137.3867	0.0323	0.0163	0.3357	0.1285	1.0369	0.6468	0.6622	0.7489	0.8696	1.4379	0.4402	13.1376	22	15	39	0.681818182	0.192116618	0.237365426	9.902439024	2.357117679	3.211028184	3.480382656	2.845215599	16.4	62.1	NA	45	24	2	17
PET0514	PET0514	5.581462406	40.94281741	7.335499987	20	2.920732887	5.06089616	1.552197213	12.79066028	4.388598781	3.259884203	338.0123	3919.6481	39.116	54.4407	113.284	117.5173	120.6261	2.215733817	2.1586	2.8961	3.1828	0.2468	1.2597	0.1959	0.113	0.2845	0.3593	0.1246	43.2785	39.2682	0.0013	41.5348	148.17	0.0028	0.0384	0.4972	0.1214	1.9656	0.772	0.5076	0.5587	0.8617	1.6372	0.5652	22.8431	22	19	42	0.863636364	0.154276277	0.204111878	10.81401109	3.150896001	4.122502562	2.569005962	4.209414554	20.1	64.8	27	52	21	2.1	15
PET0515	PET0515	6.75798151	40.96269912	6.061380764	18	2.774275572	4.333604698	1.507638519	11.51707177	4.148595765	2.873709495	333.3073	3940.114	36.2373	55.2027	114.3847	118.2793	122.5657	2.220284515	2.1426	3.1565	3.3327	0.3201	1.3224	0.242	0.1161	0.2948	0.3456	0	45.6772	39.9934	0	150.4146	138.0936	0.0008	0.0348	0.5312	0.0899	2.0574	0.8181	0.7966	0.9092	0.891	3.3095	0.4661	23.5322	18	10	35	0.555555556	0.143251593	0.198449103	9.720695971	2.670211375	3.482536233	2.755623504	3.527584939	13.2	51.5	NA	36.9	19	3.1	13
